,coal,natural gas,nuclear,other,solar,hydro,wind
20180815T16-05,14519,42154,3814,30,1115,83,4676
20180815T15-05,14490,41572,3815,19,1141,86,4218
20180815T14-05,14497,38972,3817,20,1150,51,4454
20180815T13-05,14511,35741,3818,20,1151,82,4966
20180815T12-05,14315,32231,3819,21,1104,80,5792
20180815T11-05,13628,27940,3820,30,1072,135,7242
20180815T10-05,13113,24420,3821,26,946,163,7704
20180815T09-05,12955,22561,3821,23,498,144,6859
20180815T08-05,12317,20215,3821,26,43,67,8036
20180815T07-05,12114,19776,3820,25,0,7,8570
20180815T06-05,11106,18092,3819,25,0,7,8867
20180815T05-05,9586,17316,3819,22,0,7,9759
20180815T04-05,9458,17166,3819,21,0,7,9959
20180815T03-05,9806,17343,3818,22,0,7,10243
20180815T02-05,9836,17832,3817,23,0,27,11213
20180815T01-05,11023,18408,3817,22,0,7,11708
20180815T00-05,12418,20164,3816,23,0,7,11745
20180814T23-05,13456,22514,3815,27,0,7,12398
20180814T22-05,14271,26384,3815,23,0,10,11715
20180814T21-05,14872,29656,3814,24,18,86,9756
20180814T20-05,15046,29542,3813,28,352,120,10405
20180814T19-05,15013,30915,3813,24,842,90,10668
20180814T18-05,15037,33176,3813,24,1023,97,9446
20180814T17-05,14974,34485,3814,25,1108,130,8420
20180814T16-05,15033,34411,3815,27,1133,129,7881
20180814T15-05,15139,33341,3816,27,1145,67,7558
20180814T14-05,15121,31630,3817,28,1146,65,7458
20180814T13-05,14989,28868,3818,29,1146,115,7818
20180814T12-05,13999,25614,3819,26,1166,101,9072
20180814T11-05,12436,23063,3819,29,1110,91,10357
20180814T10-05,12507,20902,3819,27,959,91,9437
20180814T09-05,12547,20034,3819,27,467,91,7789
20180814T08-05,12123,18912,3819,29,43,90,8042
20180814T07-05,12074,17832,3819,27,0,19,8437
20180814T06-05,10842,16631,3818,29,0,6,8769
20180814T05-05,9762,16157,3817,26,0,6,9021
20180814T04-05,9657,15884,3817,20,0,6,9178
20180814T03-05,9780,16080,3816,19,0,6,9336
20180814T02-05,10508,16562,3814,19,0,6,9451
20180814T01-05,11220,17585,3814,18,0,7,9735
20180814T00-05,11736,19604,3815,19,0,45,10143
20180813T23-05,12495,21326,5009,17,0,7,10229
20180813T22-05,13591,24184,5008,17,0,7,10044
20180813T21-05,14177,26000,5007,21,22,33,9447
20180813T20-05,14438,27263,5006,18,354,57,8414
20180813T19-05,14958,28812,5007,22,726,58,7703
20180813T18-05,15092,30628,5008,19,810,78,7095
20180813T17-05,15018,32285,5007,18,794,98,6342
20180813T16-05,14854,33153,5008,20,896,98,5594
20180813T15-05,14773,33079,5010,21,915,97,5284
20180813T14-05,14964,32013,5011,29,872,82,5295
20180813T13-05,14939,30582,5012,28,888,128,5104
20180813T12-05,14957,27963,5012,28,830,104,4994
20180813T11-05,14362,26140,5013,30,580,98,4801
20180813T10-05,14022,23990,5013,24,401,124,4269
20180813T09-05,13848,22267,5013,23,116,93,3722
20180813T08-05,13489,21107,5013,19,9,65,3687
20180813T07-05,12988,20431,5013,21,0,56,3652
20180813T06-05,11826,19069,5012,23,0,7,3624
20180813T05-05,10474,18455,5012,21,0,7,3535
20180813T04-05,9814,18190,5012,19,0,7,4066
20180813T03-05,9645,17851,5011,18,0,7,4962
20180813T02-05,10135,18517,5011,20,0,7,4915
20180813T01-05,11472,19271,5010,19,0,7,4498
20180813T00-05,12526,20793,5009,22,0,7,4381
20180812T23-05,13218,23618,5009,20,0,7,3990
20180812T22-05,14662,25747,5008,18,0,9,3469
20180812T21-05,14852,26125,5007,21,8,42,4185
20180812T20-05,14905,25989,5006,22,200,91,4435
20180812T19-05,15029,27179,5006,22,416,91,4328
20180812T18-05,14986,27550,5005,26,538,117,4342
20180812T17-05,14416,27071,5005,25,561,181,4853
20180812T16-05,14060,26420,5007,18,532,140,5379
20180812T15-05,14025,26159,5008,23,578,106,5308
20180812T14-05,13966,25379,5008,19,654,82,5347
20180812T13-05,13951,25521,5010,20,703,126,4459
20180812T12-05,14006,25109,5011,20,743,102,3250
20180812T11-05,13290,23518,5011,22,586,96,2830
20180812T10-05,12812,21646,5011,23,333,123,2360
20180812T09-05,12430,20019,5011,21,138,92,1402
20180812T08-05,11551,18545,5010,21,12,64,1424
20180812T07-05,11523,18227,5010,23,0,22,1435
20180812T06-05,11540,17779,5009,24,0,6,1448
20180812T05-05,11764,17912,5009,21,0,6,1371
20180812T04-05,11844,17978,5008,25,0,6,1692
20180812T03-05,11803,17806,5008,23,0,6,2290
20180812T02-05,12434,18724,5007,24,0,6,2482
20180812T01-05,12901,19631,5006,23,0,6,2359
20180812T00-05,13658,20983,5006,20,0,6,2463
20180811T23-05,13953,22912,5005,23,0,6,2641
20180811T22-05,14184,24469,5004,20,1,25,3413
20180811T21-05,14566,24922,5004,20,18,91,3620
20180811T20-05,14190,24385,5002,23,157,54,4870
20180811T19-05,14206,24847,5001,22,241,53,5626
20180811T18-05,14539,25432,4999,26,374,79,5588
20180811T17-05,14408,27291,4999,24,489,137,4233
20180811T16-05,14589,28354,5002,27,571,105,2964
20180811T15-05,14771,28473,5003,27,650,105,2155
20180811T14-05,14792,28350,5005,21,648,82,1700
20180811T13-05,14765,27681,5008,22,734,126,1458
20180811T12-05,14501,26794,5009,22,611,101,1331
20180811T11-05,13752,25325,5010,23,445,97,1403
20180811T10-05,13349,23417,5010,23,209,123,1216
20180811T09-05,13225,21393,5010,26,92,91,1155
20180811T08-05,12632,19203,5010,22,7,64,1714
20180811T07-05,12481,18579,5010,22,0,22,2059
20180811T06-05,12883,18360,5010,21,0,6,1643
20180811T05-05,12951,18407,5009,23,0,6,1446
20180811T04-05,13121,18553,5008,24,0,6,1679
20180811T03-05,13246,19061,5007,22,0,6,2058
20180811T02-05,13286,20433,5006,26,0,6,2293
20180811T01-05,13232,22022,5005,24,0,25,2863
20180811T00-05,13678,23329,5004,23,0,53,3434
20180810T23-05,14142,25832,5004,21,0,54,3756
20180810T22-05,14705,27941,5003,21,0,50,3774
20180810T21-05,14987,29059,5002,21,5,35,4017
20180810T20-05,15044,29554,5001,21,72,90,4390
20180810T19-05,15067,31439,5000,20,185,90,4668
20180810T18-05,15139,33397,4999,23,321,94,4781
20180810T17-05,15033,33208,4998,25,557,123,5387
20180810T16-05,15029,32424,5000,24,536,105,5645
20180810T15-05,15157,31895,5002,23,906,103,4672
20180810T14-05,15148,30929,5003,23,1010,113,4271
20180810T13-05,14989,30050,5006,22,973,126,3492
20180810T12-05,15052,28830,5008,22,974,101,2994
20180810T11-05,14856,27327,5008,24,834,95,2962
20180810T10-05,14827,25480,5009,24,559,123,2703
20180810T09-05,14770,23812,5008,23,223,104,2531
20180810T08-05,14266,21947,5008,32,31,63,3153
20180810T07-05,13899,21361,5008,28,0,22,3278
20180810T06-05,13301,20312,5007,30,0,5,3079
20180810T05-05,13060,19792,5007,27,0,5,2754
20180810T04-05,13250,20021,5006,27,0,5,2511
20180810T03-05,13539,20324,5005,28,0,5,2681
20180810T02-05,13817,21009,5005,25,0,5,3479
20180810T01-05,14440,22040,5003,26,0,5,4176
20180810T00-05,14997,24504,5002,29,0,5,3874
20180809T23-05,15023,27946,5001,28,0,25,4080
20180809T22-05,15014,31857,5000,28,0,65,4354
20180809T21-05,14933,33773,4999,30,17,32,4499
20180809T20-05,14823,35175,4997,29,306,57,4497
20180809T19-05,15026,37031,4996,32,725,58,4334
20180809T18-05,15063,39223,4996,28,841,94,3956
20180809T17-05,15047,40797,4997,28,1046,95,3570
20180809T16-05,15166,41907,4998,25,934,103,2567
20180809T15-05,15181,41132,4999,28,815,98,2081
20180809T14-05,15161,39412,5001,19,857,112,1571
20180809T13-05,15160,36355,5004,20,978,144,1288
20180809T12-05,15116,32760,5006,20,907,148,1706
20180809T11-05,15070,29320,5006,22,723,105,2170
20180809T10-05,14968,25940,5007,22,504,77,2578
20180809T09-05,14219,22971,5007,20,166,77,3638
20180809T08-05,13027,21039,5008,19,14,64,4533
20180809T07-05,12763,21035,5007,21,0,22,3951
20180809T06-05,11849,19666,5007,21,0,5,4418
20180809T05-05,10707,19150,5006,23,0,6,5021
20180809T04-05,10186,18695,5006,22,0,5,6248
20180809T03-05,10776,19161,5005,25,0,5,6339
20180809T02-05,11494,19259,5005,21,0,5,7314
20180809T01-05,12821,20415,5005,22,0,6,7390
20180809T00-05,13923,23319,5004,20,0,6,6888
20180808T23-05,14768,26204,5003,23,0,6,7190
20180808T22-05,15027,29698,5002,24,0,25,6978
20180808T21-05,15186,32688,5002,30,10,106,5677
20180808T20-05,15150,34176,5001,28,298,91,5490
20180808T19-05,15166,35828,4999,30,755,97,5091
20180808T18-05,15129,37023,5000,28,955,132,4581
20180808T17-05,15141,37610,5001,29,1033,130,3936
20180808T16-05,15109,38106,5002,29,1003,138,3363
20180808T15-05,15031,38980,5004,27,1035,101,3072
20180808T14-05,14929,38129,5005,28,1122,113,2987
20180808T13-05,14901,35034,5013,30,1158,128,4097
20180808T12-05,14721,31570,5015,28,1166,101,5725
20180808T11-05,14134,26905,5010,27,1152,97,7866
20180808T10-05,13156,23936,5010,28,1057,125,8582
20180808T09-05,13496,22346,5010,26,574,93,6766
20180808T08-05,12495,20666,5010,30,48,64,7583
20180808T07-05,11367,19737,5010,30,0,24,9030
20180808T06-05,9561,18470,5009,30,0,7,10482
20180808T05-05,8959,17797,5009,27,0,7,10837
20180808T04-05,9175,17975,5008,27,0,7,10737
20180808T03-05,9445,18124,5008,26,0,7,11300
20180808T02-05,10105,18780,5007,26,0,7,11730
20180808T01-05,11593,19643,5007,28,0,7,11753
20180808T00-05,13536,21816,5006,27,0,7,10644
20180807T23-05,14718,26527,5005,27,0,7,9076
20180807T22-05,15019,32054,5004,26,0,7,7144
20180807T21-05,15089,35560,5003,27,34,29,5785
20180807T20-05,15098,37505,5002,29,468,79,5068
20180807T19-05,15085,39062,5001,31,905,79,4531
20180807T18-05,15011,40535,5001,32,1016,102,4187
20180807T17-05,15008,40750,5001,31,1022,108,4301
20180807T16-05,14921,40417,5002,29,1086,107,4926
20180807T15-05,14892,39874,5003,30,1084,106,4903
20180807T14-05,14933,38113,5006,30,1141,155,4678
20180807T13-05,14944,35974,5006,30,1121,119,3975
20180807T12-05,14950,33079,5006,28,1154,121,3744
20180807T11-05,14863,29945,5008,30,1130,149,3736
20180807T10-05,14678,26523,5009,31,1021,150,3604
20180807T09-05,14527,23878,5010,29,617,128,3344
20180807T08-05,13965,21299,5009,30,67,65,4637
20180807T07-05,12897,20042,5008,30,0,57,6188
20180807T06-05,11432,18683,5008,30,0,7,7229
20180807T05-05,10022,17935,5007,29,0,7,8376
20180807T04-05,9848,17653,5007,28,0,7,9233
20180807T03-05,9958,17941,5006,31,0,7,10283
20180807T02-05,10228,18512,5006,28,0,31,11037
20180807T01-05,12261,19472,5005,28,0,7,11095
20180807T00-05,13961,21133,5004,29,0,7,10769
20180806T23-05,14721,25415,5004,27,0,7,9858
20180806T22-05,15034,30283,5004,28,0,7,8705
20180806T21-05,15056,32954,5003,31,36,8,8245
20180806T20-05,14952,33139,5002,27,507,43,9416
20180806T19-05,14826,34234,5001,30,985,116,9630
20180806T18-05,14978,35916,5000,33,1076,130,8735
20180806T17-05,14895,36826,5001,34,1079,156,8143
20180806T16-05,14965,36812,5003,27,1079,177,7922
20180806T15-05,14866,35989,5006,30,1070,104,7717
20180806T14-05,14869,34488,5009,32,1103,136,7001
20180806T13-05,14847,33042,5010,28,1174,97,6106
20180806T12-05,14896,30323,5011,30,1175,72,6412
20180806T11-05,14289,26883,5010,32,1156,134,7336
20180806T10-05,13387,23815,5010,27,1082,163,8022
20180806T09-05,13087,22370,5010,27,627,141,5970
20180806T08-05,11789,20252,5008,34,77,91,6948
20180806T07-05,11264,18829,5008,30,0,7,8077
20180806T06-05,10568,16989,5008,31,0,6,9065
20180806T05-05,9650,15899,5008,30,0,6,10068
20180806T04-05,9452,15655,5008,28,0,6,10679
20180806T03-05,9788,16012,5008,28,0,6,10965
20180806T02-05,10220,16892,5006,30,0,30,11346
20180806T01-05,11072,18088,5006,29,0,9,11749
20180806T00-05,11510,20427,5006,27,0,60,12042
20180805T23-05,13019,23109,5006,27,0,60,11789
20180805T22-05,13906,26414,5005,27,0,60,10928
20180805T21-05,14218,29054,5004,27,39,60,9623
20180805T20-05,14324,30509,5003,30,471,82,9251
20180805T19-05,14335,30905,5003,29,833,173,10239
20180805T18-05,14205,31869,5003,31,920,133,10286
20180805T17-05,14216,32375,5003,34,1011,107,9501
20180805T16-05,14223,31722,5003,34,1091,108,9461
20180805T15-05,14179,30482,5004,32,1106,108,9299
20180805T14-05,13887,29200,5006,29,1072,137,9239
20180805T13-05,13630,27277,5007,29,1102,101,8858
20180805T12-05,12008,24867,5007,29,1108,100,9646
20180805T11-05,10100,22145,5008,31,1110,162,10586
20180805T10-05,9225,18973,5009,28,1070,190,10562
20180805T09-05,9110,17229,5008,28,653,171,8744
20180805T08-05,7666,15311,5008,31,74,91,10124
20180805T07-05,7520,14884,5008,28,0,19,10593
20180805T06-05,7539,14476,5007,27,0,6,11073
20180805T05-05,7823,14472,5006,26,0,6,11165
20180805T04-05,7999,14947,5005,26,0,6,11378
20180805T03-05,8569,15499,5006,27,0,9,11651
20180805T02-05,9387,16403,5005,28,0,56,11850
20180805T01-05,10520,17951,5004,26,0,7,11835
20180805T00-05,11342,20183,5004,26,0,6,11614
20180804T23-05,12793,23241,5003,29,0,6,10751
20180804T22-05,13119,26324,5002,27,0,7,10176
20180804T21-05,13392,27587,5001,28,33,13,10109
20180804T20-05,13532,28256,5000,27,333,47,10385
20180804T19-05,13429,29957,4998,28,709,106,10291
20180804T18-05,13284,32264,4998,25,873,131,9541
20180804T17-05,13250,33805,4999,25,917,138,9086
20180804T16-05,13295,33262,5001,32,929,136,9063
20180804T15-05,13461,31824,5001,30,1068,67,8615
20180804T14-05,13520,30583,5001,29,1076,98,8110
20180804T13-05,13437,28715,5002,30,1085,99,7800
20180804T12-05,12933,26345,5004,32,921,72,8098
20180804T11-05,11570,23028,5003,30,791,134,9205
20180804T10-05,10601,20481,5004,27,496,162,8779
20180804T09-05,10668,18016,5004,34,206,144,7500
20180804T08-05,8751,15737,5004,30,21,91,8995
20180804T07-05,8839,15264,5003,25,0,38,8948
20180804T06-05,9331,15538,5003,24,0,6,7921
20180804T05-05,9133,15504,5003,28,0,6,8335
20180804T04-05,9041,15392,5002,25,0,6,9450
20180804T03-05,9016,15568,5001,23,0,6,10954
20180804T02-05,9174,16084,5001,20,0,30,12462
20180804T01-05,9703,17580,5000,22,0,6,13337
20180804T00-05,10279,20364,5000,19,0,6,13325
20180803T23-05,12098,22940,4999,18,0,6,12756
20180803T22-05,13505,26437,4997,24,0,6,11353
20180803T21-05,13934,28635,4995,28,16,6,11334
20180803T20-05,14065,29996,4994,27,385,42,11707
20180803T19-05,14135,32861,4994,27,837,114,10908
20180803T18-05,14162,35244,4993,30,1006,96,10076
20180803T17-05,14222,36289,4993,30,991,105,9675
20180803T16-05,14233,35991,4994,30,952,105,9561
20180803T15-05,14262,34536,4994,31,1079,106,9363
20180803T14-05,14255,32192,4998,36,1120,103,9142
20180803T13-05,14004,29618,4999,24,966,98,9017
20180803T12-05,13745,26991,5001,23,967,90,8814
20180803T11-05,12626,24284,5002,23,897,162,8868
20180803T10-05,10996,22346,5003,24,609,163,8426
20180803T09-05,9459,20194,5003,22,397,142,8328
20180803T08-05,8446,17572,5002,22,52,91,9842
20180803T07-05,8313,16567,5002,23,0,51,10307
20180803T06-05,7817,15601,5001,21,0,6,10473
20180803T05-05,7484,15127,4999,19,0,6,10603
20180803T04-05,7516,15158,4999,22,0,6,11056
20180803T03-05,7783,15247,4999,24,0,7,12073
20180803T02-05,8705,15757,4999,22,0,30,12649
20180803T01-05,9905,17206,4998,23,0,7,12769
20180803T00-05,10996,20148,4996,23,0,7,12374
20180802T23-05,12744,23554,4992,22,0,7,11418
20180802T22-05,13967,28210,4994,20,0,7,9302
20180802T21-05,14068,32892,4994,23,27,39,6675
20180802T20-05,14018,36747,4991,21,404,73,4771
20180802T19-05,14003,39846,4991,20,856,72,3649
20180802T18-05,14062,41729,4991,21,1005,133,3009
20180802T17-05,14409,42251,4992,19,1003,142,2532
20180802T16-05,14439,41706,4996,20,1113,140,2254
20180802T15-05,14454,40275,4997,20,1071,101,1971
20180802T14-05,14417,38069,4997,21,947,95,1877
20180802T13-05,14273,35321,4999,21,727,96,1778
20180802T12-05,13838,31850,5000,23,940,104,2062
20180802T11-05,13799,28099,5001,24,1051,164,2178
20180802T10-05,13627,24884,5001,20,848,165,1917
20180802T09-05,12922,22135,5001,21,441,147,2306
20180802T08-05,11089,20328,5001,21,48,93,3877
20180802T07-05,9344,19472,5000,21,0,7,5703
20180802T06-05,8506,18150,4999,20,0,7,6427
20180802T05-05,7601,16906,4998,20,0,7,7726
20180802T04-05,7196,16373,4997,18,0,7,8922
20180802T03-05,7555,17150,4996,19,0,7,8933
20180802T02-05,8038,18159,4995,22,0,30,9238
20180802T01-05,8799,19692,4994,19,0,7,9637
20180802T00-05,9725,21964,4993,18,0,7,10211
20180801T23-05,12222,24801,4992,20,0,7,9057
20180801T22-05,13348,29794,4992,26,0,7,6859
20180801T21-05,13456,34195,4991,26,20,7,5279
20180801T20-05,13492,38147,4990,24,484,58,3689
20180801T19-05,13512,40972,4990,26,971,73,2783
20180801T18-05,13526,42835,4992,27,1095,99,2166
20180801T17-05,13560,42993,4996,27,1146,107,1978
20180801T16-05,13654,42051,4999,27,1194,107,1649
20180801T15-05,13586,40170,5001,27,1222,106,1551
20180801T14-05,13429,37650,5002,25,1250,101,1631
20180801T13-05,13387,34767,5004,30,1239,98,1752
20180801T12-05,13407,31976,5008,26,1234,73,1817
20180801T11-05,13046,28411,5008,24,1235,135,2067
20180801T10-05,12484,25107,5005,23,1144,164,2216
20180801T09-05,11443,23039,5005,22,659,143,2156
20180801T08-05,10009,21681,5005,20,88,92,2901
20180801T07-05,9597,21066,5004,21,0,40,3040
20180801T06-05,8801,20130,5004,19,0,7,3281
20180801T05-05,8343,19403,5003,22,0,7,3478
20180801T04-05,8268,19276,5002,24,0,7,3890
20180801T03-05,8499,19372,5001,21,0,7,4596
20180801T02-05,9195,19944,5000,22,0,30,4973
20180801T01-05,10633,20882,4999,22,0,7,5123
20180801T00-05,12193,22722,4998,22,0,7,5054
20180731T23-05,13342,25630,4997,23,0,7,5007
20180731T22-05,14170,28556,4996,20,0,7,4725
20180731T21-05,14386,30418,4995,22,21,55,4317
20180731T20-05,14392,32263,4995,21,383,109,3932
20180731T19-05,14382,33975,4995,21,829,136,3567
20180731T18-05,14339,35752,4994,20,973,134,3159
20180731T17-05,14314,35994,4994,24,1053,143,3139
20180731T16-05,14320,35454,4992,21,1116,142,2813
20180731T15-05,14307,34371,4992,23,1111,104,2529
20180731T14-05,14320,33551,4993,19,966,100,2224
20180731T13-05,14224,33298,4994,19,843,95,1568
20180731T12-05,14213,32604,4995,24,808,48,1171
20180731T11-05,13996,30871,4996,19,578,111,1011
20180731T10-05,13973,28322,4997,27,361,141,970
20180731T09-05,13892,26450,4996,24,152,140,887
20180731T08-05,13620,24132,4995,25,23,120,1458
20180731T07-05,13400,23471,4994,22,0,19,1710
20180731T06-05,12883,22601,4994,22,0,6,1933
20180731T05-05,12448,21946,4993,23,0,7,2186
20180731T04-05,11984,21627,4992,24,0,7,3329
20180731T03-05,11859,21409,4991,22,0,7,4776
20180731T02-05,12244,21998,4989,24,0,7,5627
20180731T01-05,13004,23143,4988,69,0,7,6235
20180731T00-05,14041,25039,4987,93,0,7,6276
20180730T23-05,14285,28269,4985,94,0,7,6917
20180730T22-05,14330,31929,4982,95,0,7,7037
20180730T21-05,14393,33528,4980,99,12,73,7328
20180730T20-05,14353,34786,4979,111,366,119,7451
20180730T19-05,14348,37831,4978,128,773,63,6145
20180730T18-05,14427,40221,4978,134,918,100,4655
20180730T17-05,14401,40306,4979,131,1039,100,4290
20180730T16-05,14399,38495,4979,132,1082,109,4387
20180730T15-05,14332,36009,4979,140,1109,104,4731
20180730T14-05,15065,33458,4981,130,1129,85,4421
20180730T13-05,14925,31653,4983,123,994,124,4541
20180730T12-05,14586,29635,4985,105,1069,78,4925
20180730T11-05,13797,27352,4984,93,1048,96,5814
20180730T10-05,12070,24152,4985,95,876,124,8313
20180730T09-05,11554,22966,4984,91,377,105,8032
20180730T08-05,10252,22139,4984,96,39,65,9198
20180730T07-05,9836,21236,4983,95,0,65,10046
20180730T06-05,9254,20455,4983,96,0,7,10107
20180730T05-05,8482,19593,4981,93,0,7,10935
20180730T04-05,8625,19209,4981,94,0,7,11664
20180730T03-05,9212,19908,4980,94,0,7,11637
20180730T02-05,10608,20523,4979,97,0,7,11529
20180730T01-05,13103,21892,4978,94,0,7,10511
20180730T00-05,14513,24802,4977,94,0,7,9674
20180729T23-05,15034,29449,4976,94,0,7,8649
20180729T22-05,15171,33876,4974,95,0,11,7552
20180729T21-05,15231,36939,4973,94,42,124,6214
20180729T20-05,15228,39899,4973,106,464,91,4880
20180729T19-05,15208,42496,4973,124,868,99,3757
20180729T18-05,15174,43818,4972,125,1002,131,2830
20180729T17-05,15046,43738,4974,130,1064,131,2647
20180729T16-05,14920,42554,4978,131,1076,138,2676
20180729T15-05,14751,40501,4982,129,1127,104,2714
20180729T14-05,14632,38437,4984,127,1154,117,2100
20180729T13-05,14533,35173,4985,124,1200,126,2560
20180729T12-05,14245,30748,4986,107,1179,79,4401
20180729T11-05,13421,26245,4988,99,1175,97,6215
20180729T10-05,11065,23199,4989,99,1076,125,7357
20180729T09-05,9057,20751,4989,97,629,106,7966
20180729T08-05,7694,18395,4989,96,78,65,9690
20180729T07-05,7361,17608,4989,95,0,65,10951
20180729T06-05,7629,17760,4988,93,0,7,10993
20180729T05-05,8179,18216,4987,93,0,7,10522
20180729T04-05,8556,18560,4986,93,0,7,10953
20180729T03-05,9161,19199,4985,96,0,7,11360
20180729T02-05,10132,19926,4984,93,0,7,11782
20180729T01-05,11689,21069,4982,95,0,7,11761
20180729T00-05,13009,23988,4981,92,0,25,10355
20180728T23-05,13494,28634,4980,92,0,81,8346
20180728T22-05,13679,33871,4978,91,0,7,6225
20180728T21-05,13738,37399,4976,92,50,7,4763
20180728T20-05,13740,39771,4974,104,499,7,4295
20180728T19-05,13722,42188,4972,125,955,34,3724
20180728T18-05,13757,43565,4971,127,1121,95,3290
20180728T17-05,13770,43634,4971,125,1183,96,3091
20180728T16-05,13742,43112,4971,125,1219,104,2780
20180728T15-05,13719,42007,4972,127,1211,102,2488
20180728T14-05,13670,39788,4976,126,1227,93,2421
20180728T13-05,13654,36584,4980,125,1244,79,2598
20180728T12-05,13630,32686,4982,106,1203,78,2976
20180728T11-05,13143,29063,4984,94,1056,97,3306
20180728T10-05,12684,26175,4984,96,942,124,3094
20180728T09-05,11940,23041,4984,95,513,93,3660
20180728T08-05,9907,20967,4983,92,59,65,5522
20180728T07-05,10679,19614,4983,92,0,24,5982
20180728T06-05,10984,19242,4981,93,0,7,5851
20180728T05-05,11347,19381,4980,93,0,7,5558
20180728T04-05,11845,19474,4978,91,0,7,5867
20180728T03-05,12247,20454,4976,96,0,7,5856
20180728T02-05,12459,22510,4974,94,0,7,5525
20180728T01-05,12711,25021,4973,100,0,7,5146
20180728T00-05,13497,27434,4971,94,0,47,4818
20180727T23-05,13900,30789,4969,95,0,7,4648
20180727T22-05,14407,33771,4968,95,0,7,4516
20180727T21-05,15061,35262,4966,94,41,7,4382
20180727T20-05,15121,36640,4964,107,336,45,4306
20180727T19-05,15139,38896,4964,122,642,130,3939
20180727T18-05,15108,41639,4963,123,964,129,2718
20180727T17-05,15123,43071,4965,126,995,128,2142
20180727T16-05,15126,43015,4967,126,1085,136,1824
20180727T15-05,15156,42382,4973,127,1045,105,1338
20180727T14-05,15142,40382,4980,125,1097,126,1134
20180727T13-05,15202,37472,4984,127,1190,79,1028
20180727T12-05,15091,34178,4987,107,1159,78,1158
20180727T11-05,15080,31221,4989,93,949,98,966
20180727T10-05,14848,28170,4989,93,565,126,1136
20180727T09-05,14044,25750,4990,95,235,93,1191
20180727T08-05,12698,23975,4990,96,59,64,2112
20180727T07-05,12178,23470,4990,96,0,23,2642
20180727T06-05,10713,23024,4989,97,0,7,3516
20180727T05-05,10136,22230,4988,95,0,7,4360
20180727T04-05,10640,22766,4986,95,0,7,3875
20180727T03-05,11794,23129,4985,94,0,7,3722
20180727T02-05,13044,23705,4983,94,0,7,3825
20180727T01-05,14276,25248,4981,96,0,7,3913
20180727T00-05,15038,27728,4979,93,0,7,3878
20180726T23-05,15208,31629,4977,88,0,7,3895
20180726T22-05,15244,35929,4978,88,0,7,3738
20180726T21-05,15188,38700,4978,89,18,7,3726
20180726T20-05,15250,40618,4979,100,187,11,4063
20180726T19-05,15212,43087,4985,119,572,69,3806
20180726T18-05,15138,45243,4987,119,738,103,3137
20180726T17-05,15167,45895,4989,123,988,103,2623
20180726T16-05,15218,45691,4990,121,927,135,2056
20180726T15-05,14954,44381,4991,119,868,152,2014
20180726T14-05,14981,42198,4992,119,1012,140,1635
20180726T13-05,14994,38819,4993,126,1103,79,1643
20180726T12-05,14891,35042,4994,112,1101,97,1753
20180726T11-05,14532,31244,4994,98,1058,124,2054
20180726T10-05,13666,26884,4995,97,946,125,3224
20180726T09-05,11071,24647,4995,98,569,124,4421
20180726T08-05,9690,22376,4995,96,62,93,5884
20180726T07-05,9173,21358,4994,95,0,24,6360
20180726T06-05,8132,19873,4994,95,0,24,7864
20180726T05-05,7738,19039,4993,94,0,7,8462
20180726T04-05,8131,19472,4993,94,0,7,8147
20180726T03-05,8459,20061,4992,96,0,7,8735
20180726T02-05,9340,20557,4992,94,0,7,9533
20180726T01-05,10269,22289,4992,94,0,7,9708
20180726T00-05,11491,25093,4991,95,0,7,9337
20180725T23-05,14199,28006,4990,95,0,7,8267
20180725T22-05,14845,33238,4989,93,0,7,6902
20180725T21-05,14963,37060,4987,93,35,7,5755
20180725T20-05,14887,40391,4985,108,319,45,4892
20180725T19-05,14819,43374,4985,123,735,124,3902
20180725T18-05,14874,45533,4985,125,699,175,3083
20180725T17-05,14968,46154,4987,126,645,169,2683
20180725T16-05,14972,45957,4989,125,574,128,2155
20180725T15-05,14972,44811,4990,131,587,136,1678
20180725T14-05,14990,42608,4992,131,776,103,1438
20180725T13-05,14976,39338,4999,129,867,65,1549
20180725T12-05,14944,35796,4999,114,948,78,1899
20180725T11-05,14852,32172,4994,97,823,96,2142
20180725T10-05,14476,28713,4995,97,732,106,2131
20180725T09-05,13260,26203,4995,97,428,65,2177
20180725T08-05,11173,24859,4995,96,67,65,3140
20180725T07-05,10754,24532,4994,96,0,7,3038
20180725T06-05,10278,23855,4993,96,0,7,3132
20180725T05-05,10167,23040,4992,96,0,7,3287
20180725T04-05,10390,23141,4990,96,0,7,3430
20180725T03-05,11131,23731,4990,95,0,7,3497
20180725T02-05,12396,24047,4988,94,0,7,4128
20180725T01-05,13589,24980,4986,95,0,7,4690
20180725T00-05,14604,27325,4985,95,0,7,4806
20180724T23-05,14818,31446,4983,95,0,7,4996
20180724T22-05,14806,36049,4983,94,0,7,4591
20180724T21-05,14855,38366,4982,94,22,7,4435
20180724T20-05,14880,40695,4981,108,118,14,4392
20180724T19-05,14952,42500,4981,126,368,75,4647
20180724T18-05,14937,43769,4982,129,799,99,4296
20180724T17-05,14925,44660,4984,121,1104,107,3431
20180724T16-05,14920,44398,4987,123,1094,107,2913
20180724T15-05,14929,43333,4992,118,1092,136,2419
20180724T14-05,14946,41226,4997,121,1127,118,2032
20180724T13-05,14932,38477,4999,122,1160,129,2208
20180724T12-05,14856,34832,4999,101,1122,127,3047
