,natural gas,petroleum,other,solar,hydro
20181024T19Z,5783,0,78,3,21
20181024T18Z,5452,0,78,3,22
20181024T17Z,5079,0,79,3,21
20181024T16Z,4768,0,77,3,21
20181024T15Z,4460,0,78,2,21
20181024T14Z,4217,0,78,2,21
20181024T13Z,4039,0,76,0,20
20181024T12Z,4240,0,75,0,21
20181024T11Z,3873,0,71,0,21
20181024T10Z,3359,0,67,0,21
20181024T09Z,3139,0,57,0,22
20181024T08Z,3148,0,59,0,21
20181024T07Z,3209,0,59,0,22
20181024T06Z,3393,0,56,0,21
20181024T05Z,3650,0,58,0,22
20181024T04Z,3932,0,57,0,21
20181024T03Z,4455,0,65,0,22
20181024T02Z,4827,0,81,0,22
20181024T01Z,5139,0,79,0,21
20181024T00Z,5417,0,80,0,22
20181023T23Z,5415,0,80,0,22
20181023T22Z,5547,0,78,1,22
20181023T21Z,5680,0,78,0,22
20181023T20Z,5725,0,76,3,22
20181023T19Z,5634,0,71,2,22
20181023T18Z,5419,0,70,2,21
20181023T17Z,5066,0,75,2,22
20181023T16Z,4661,0,76,3,22
20181023T15Z,4297,0,79,2,22
20181023T14Z,3952,0,74,2,22
20181023T13Z,3974,0,74,1,23
20181023T12Z,3925,0,76,0,23
20181023T11Z,3570,0,74,0,23
20181023T10Z,3078,0,68,0,23
20181023T09Z,2882,0,58,0,24
20181023T08Z,2888,0,56,0,23
20181023T07Z,2966,0,57,0,23
20181023T06Z,3097,0,56,0,23
20181023T05Z,3394,0,61,0,23
20181023T04Z,3787,0,59,0,23
20181023T03Z,4257,0,69,0,22
20181023T02Z,4672,0,80,0,22
20181023T01Z,5092,0,84,0,20
20181023T00Z,5383,0,78,0,19
20181022T23Z,5404,0,79,0,21
20181022T22Z,5613,0,78,1,23
20181022T21Z,5618,0,80,1,20
20181022T20Z,5488,0,78,3,22
20181022T19Z,5266,0,77,3,22
20181022T18Z,5026,0,77,4,23
20181022T17Z,4712,0,77,3,23
20181022T16Z,4434,0,77,3,22
20181022T15Z,4223,0,81,3,23
20181022T14Z,3938,0,78,1,23
20181022T13Z,4018,0,74,0,22
20181022T12Z,3995,0,64,0,23
20181022T11Z,3596,0,61,0,23
20181022T10Z,3020,0,61,0,23
20181022T09Z,2762,0,57,0,22
20181022T08Z,2720,0,58,0,23
20181022T07Z,2804,0,56,0,23
20181022T06Z,2948,0,58,0,23
20181022T05Z,3213,0,57,0,23
20181022T04Z,3725,0,58,0,22
20181022T03Z,4387,0,66,0,21
20181022T02Z,4884,0,79,0,21
20181022T01Z,5238,0,81,0,21
20181022T00Z,5523,0,82,0,18
20181021T23Z,5659,0,79,1,17
20181021T22Z,5900,0,81,0,24
20181021T21Z,6048,0,82,1,21
20181021T20Z,5981,0,84,2,20
20181021T19Z,5888,2,75,1,20
20181021T18Z,5808,0,78,2,23
20181021T17Z,5519,0,76,2,23
20181021T16Z,5229,0,79,2,22
20181021T15Z,5032,0,78,1,21
20181021T14Z,4726,0,79,1,22
20181021T13Z,4254,0,81,1,22
20181021T12Z,3827,0,79,0,22
20181021T11Z,3551,0,72,0,22
20181021T10Z,3486,0,64,0,22
20181021T09Z,3545,0,59,0,22
20181021T08Z,3656,0,58,0,22
20181021T07Z,3787,0,57,0,23
20181021T06Z,4138,0,57,0,22
20181021T05Z,4579,0,55,0,23
20181021T04Z,4910,0,62,0,22
20181021T03Z,5242,0,68,0,23
20181021T02Z,5658,0,89,0,22
20181021T01Z,6052,0,81,0,21
20181021T00Z,6526,0,78,0,22
20181020T23Z,6730,0,76,0,22
20181020T22Z,6930,0,77,0,21
20181020T21Z,7123,0,80,2,21
20181020T20Z,7064,0,80,2,21
20181020T19Z,7047,0,78,2,22
20181020T18Z,6823,0,77,2,21
20181020T17Z,6502,0,75,2,22
20181020T16Z,5911,0,77,2,20
20181020T15Z,5314,0,75,1,21
20181020T14Z,4696,0,75,1,20
20181020T13Z,3968,0,76,1,20
20181020T12Z,3450,0,72,0,21
20181020T11Z,3244,0,71,0,21
20181020T10Z,3120,0,59,0,20
20181020T09Z,3085,0,47,0,21
20181020T08Z,3154,0,46,0,20
20181020T07Z,3302,0,46,0,21
20181020T06Z,3512,0,46,0,20
20181020T05Z,3838,0,47,0,23
20181020T04Z,4423,0,49,0,25
20181020T03Z,4710,0,54,0,24
20181020T02Z,4997,0,67,0,24
20181020T01Z,5256,0,68,0,24
20181020T00Z,5597,0,70,0,25
20181019T23Z,5783,0,74,0,24
20181019T22Z,6030,0,84,0,25
20181019T21Z,6221,0,83,1,24
20181019T20Z,6285,0,84,2,24
20181019T19Z,6274,0,83,2,25
20181019T18Z,6229,0,81,2,24
20181019T17Z,5895,0,83,3,25
20181019T16Z,5428,0,84,2,24
20181019T15Z,4927,0,84,2,25
20181019T14Z,4448,0,82,2,24
20181019T13Z,4269,0,82,0,24
20181019T12Z,4220,0,81,0,24
20181019T11Z,3901,0,80,0,23
20181019T10Z,3497,0,68,0,23
20181019T09Z,3328,0,67,0,23
20181019T08Z,3345,0,62,0,23
20181019T07Z,3505,0,63,0,20
20181019T06Z,3731,0,61,0,20
20181019T05Z,3881,0,62,0,20
20181019T04Z,4263,0,62,0,20
20181019T03Z,4775,0,66,0,19
20181019T02Z,5477,0,74,0,20
20181019T01Z,6119,0,71,0,20
20181019T00Z,6583,0,73,0,20
20181018T23Z,6785,0,69,1,20
20181018T22Z,7202,8,71,1,23
20181018T21Z,7295,35,69,2,18
20181018T20Z,7230,0,68,3,20
20181018T19Z,7059,0,67,3,19
20181018T18Z,6636,24,70,3,19
20181018T17Z,6235,3,68,2,20
20181018T16Z,5589,0,72,3,19
20181018T15Z,4959,0,66,2,19
20181018T14Z,4401,0,65,1,20
20181018T13Z,4147,0,68,1,19
20181018T12Z,4097,0,66,0,19
20181018T11Z,3813,0,71,0,19
20181018T10Z,3415,0,70,0,19
20181018T09Z,3239,0,62,0,19
20181018T08Z,3271,0,65,0,18
20181018T07Z,3429,0,59,0,19
20181018T06Z,3676,0,61,0,19
20181018T05Z,3895,0,60,0,19
20181018T04Z,4264,0,62,0,19
20181018T03Z,4755,0,69,0,19
20181018T02Z,5525,0,80,0,19
20181018T01Z,6098,0,82,0,19
20181018T00Z,6685,0,79,0,19
20181017T23Z,7033,0,81,0,19
20181017T22Z,7380,44,82,1,20
20181017T21Z,7406,88,83,0,21
20181017T20Z,7375,18,80,0,25
20181017T19Z,7136,9,79,0,21
20181017T18Z,6810,12,81,0,21
20181017T17Z,6261,0,82,0,23
20181017T16Z,5589,0,79,0,24
20181017T15Z,4981,0,77,0,23
20181017T14Z,4404,0,77,0,24
20181017T13Z,4118,0,72,0,23
20181017T12Z,4064,0,64,0,24
20181017T11Z,3954,0,59,0,24
20181017T10Z,3555,0,56,0,23
20181017T09Z,3333,0,59,0,23
20181017T08Z,3392,0,56,0,23
20181017T07Z,3548,0,58,0,23
20181017T06Z,3785,0,57,0,22
20181017T05Z,4050,0,55,0,22
20181017T04Z,4519,0,52,0,22
20181017T03Z,5099,0,46,0,21
20181017T02Z,5953,0,67,0,21
20181017T01Z,6389,0,62,0,21
20181017T00Z,6736,0,87,0,22
20181016T23Z,7061,15,92,0,21
20181016T22Z,7340,261,93,0,21
20181016T21Z,7340,391,90,0,21
20181016T20Z,7337,279,90,0,21
20181016T19Z,7252,3,86,0,20
20181016T18Z,6977,0,92,2,22
20181016T17Z,6436,0,90,2,21
20181016T16Z,5805,0,85,2,21
20181016T15Z,5116,0,86,2,21
20181016T14Z,4504,0,90,1,18
20181016T13Z,4169,0,88,0,14
20181016T12Z,4095,0,88,0,14
20181016T11Z,3890,0,85,0,14
20181016T10Z,3461,0,78,0,14
20181016T09Z,3267,0,72,0,14
20181016T08Z,3319,0,72,0,14
20181016T07Z,3447,0,71,0,14
20181016T06Z,3696,0,71,0,15
20181016T05Z,3927,0,73,0,20
20181016T04Z,4389,0,72,0,21
20181016T03Z,5000,0,82,0,21
20181016T02Z,5742,0,88,0,20
20181016T01Z,6352,0,88,0,21
20181016T00Z,6879,0,92,0,21
20181015T23Z,7095,7,91,0,20
20181015T22Z,7316,78,87,1,20
20181015T21Z,7459,26,87,1,20
20181015T20Z,7431,0,88,1,20
20181015T19Z,7277,0,85,2,19
20181015T18Z,6878,0,87,2,20
20181015T17Z,6333,0,86,2,20
20181015T16Z,5798,0,90,1,19
20181015T15Z,5140,0,92,2,19
20181015T14Z,4724,0,91,1,16
20181015T13Z,4296,0,90,0,6
20181015T12Z,4161,0,88,0,3
20181015T11Z,3930,0,87,0,6
20181015T10Z,3564,0,75,0,7
20181015T09Z,3390,0,67,0,8
20181015T08Z,3399,0,69,0,7
20181015T07Z,3523,0,69,0,9
20181015T06Z,3679,0,72,0,15
20181015T05Z,3788,0,72,0,15
20181015T04Z,3984,0,71,0,15
20181015T03Z,4359,0,81,0,16
20181015T02Z,4904,0,95,0,15
20181015T01Z,5486,0,90,0,15
20181015T00Z,5828,0,91,0,16
20181014T23Z,5998,0,90,1,16
20181014T22Z,6193,0,93,0,16
20181014T21Z,6328,0,93,2,16
20181014T20Z,6271,0,103,1,16
20181014T19Z,6099,0,101,2,16
20181014T18Z,5909,0,99,2,16
20181014T17Z,5378,0,110,2,16
20181014T16Z,4824,0,104,1,8
20181014T15Z,4307,0,111,2,3
20181014T14Z,3975,0,107,1,0
20181014T13Z,3515,0,108,1,0
20181014T12Z,3109,0,110,0,0
20181014T11Z,2914,0,102,0,0
20181014T10Z,2803,0,95,0,0
20181014T09Z,2799,0,89,0,0
20181014T08Z,2872,0,88,0,0
20181014T07Z,2970,0,86,0,0
20181014T06Z,3114,0,87,0,0
20181014T05Z,3121,0,84,0,0
20181014T04Z,3326,0,110,0,0
20181014T03Z,3656,0,106,0,0
20181014T02Z,3959,0,109,0,0
20181014T01Z,4367,0,114,0,0
20181014T00Z,4704,0,111,0,0
20181013T23Z,5142,0,117,0,0
20181013T22Z,5628,0,115,0,0
20181013T21Z,5721,0,118,1,0
20181013T20Z,5626,0,116,2,0
20181013T19Z,5285,0,116,2,0
20181013T18Z,4882,0,117,2,0
20181013T17Z,4358,0,119,2,0
20181013T16Z,3945,0,118,1,0
20181013T15Z,3592,0,110,2,0
20181013T14Z,3204,0,113,0,0
20181013T13Z,2974,0,117,1,0
20181013T12Z,2938,0,117,0,0
20181013T11Z,2732,0,112,0,0
20181013T10Z,2646,0,106,0,0
20181013T09Z,2690,0,99,0,0
20181013T08Z,2764,0,98,0,0
20181013T07Z,2790,0,98,0,0
20181013T06Z,3033,0,96,0,0
20181013T05Z,3247,0,97,0,0
20181013T04Z,3537,0,97,0,0
20181013T03Z,3888,0,107,0,0
20181013T02Z,4348,0,117,0,0
20181013T01Z,4826,0,115,0,0
20181013T00Z,5232,0,118,0,0
20181012T23Z,5554,0,117,0,0
20181012T22Z,6208,0,113,1,0
20181012T21Z,6411,0,116,1,0
20181012T20Z,6386,0,115,2,0
20181012T19Z,6205,13,115,2,0
20181012T18Z,5842,0,114,1,0
20181012T17Z,5435,0,115,2,0
20181012T16Z,4969,0,105,2,0
20181012T15Z,4581,0,92,2,0
20181012T14Z,4123,0,90,1,0
20181012T13Z,3960,0,86,0,0
20181012T12Z,4022,0,81,0,0
20181012T11Z,3788,0,83,0,0
20181012T10Z,3381,0,82,0,0
20181012T09Z,3218,0,89,0,0
20181012T08Z,3236,0,92,0,0
20181012T07Z,3397,0,89,0,0
20181012T06Z,3644,0,91,0,0
20181012T05Z,3833,0,90,0,0
20181012T04Z,4041,0,87,0,0
20181012T03Z,4457,0,98,0,0
20181012T02Z,5119,0,110,0,0
20181012T01Z,5586,0,108,0,0
20181012T00Z,5942,0,109,0,0
20181011T23Z,6211,0,109,0,0
20181011T22Z,6642,0,112,0,0
20181011T21Z,6772,0,109,0,0
20181011T20Z,6730,0,112,1,0
20181011T19Z,6578,0,112,2,0
20181011T18Z,6306,0,110,2,0
20181011T17Z,5894,0,110,2,0
20181011T16Z,5350,25,109,1,0
20181011T15Z,4993,1,112,1,0
20181011T14Z,4615,0,109,1,0
20181011T13Z,4558,0,110,0,0
20181011T12Z,4687,0,104,0,0
20181011T11Z,4472,0,96,0,0
20181011T10Z,4016,0,123,0,0
20181011T09Z,3799,0,108,0,0
20181011T08Z,3766,0,106,0,0
20181011T07Z,3821,0,108,0,0
20181011T06Z,3945,0,88,0,0
20181011T05Z,3997,0,90,0,0
20181011T04Z,4192,0,87,0,0
20181011T03Z,4461,0,93,0,0
20181011T02Z,4893,0,99,0,0
20181011T01Z,5227,0,71,0,0
20181011T00Z,5303,0,73,0,0
20181010T23Z,5267,0,72,0,0
20181010T22Z,5380,0,74,0,0
20181010T21Z,5454,0,72,0,0
20181010T20Z,5699,0,73,1,0
20181010T19Z,5843,0,71,1,4
20181010T18Z,5864,0,71,1,4
20181010T17Z,5676,0,71,2,5
20181010T16Z,5387,0,71,2,4
20181010T15Z,5142,8,72,1,4
20181010T14Z,4777,0,71,1,4
20181010T13Z,4770,0,73,0,3
20181010T12Z,4901,0,73,0,4
20181010T11Z,4642,0,72,0,3
20181010T10Z,4155,0,73,0,4
20181010T09Z,3938,0,71,0,4
20181010T08Z,3904,0,73,0,3
20181010T07Z,3977,0,74,0,4
20181010T06Z,4119,0,75,0,3
20181010T05Z,4323,0,71,0,4
20181010T04Z,4813,0,72,0,3
20181010T03Z,5359,0,74,0,4
20181010T02Z,5869,0,72,0,4
20181010T01Z,6238,0,75,0,0
20181010T00Z,6483,0,73,0,16
20181009T23Z,6524,0,74,0,20
20181009T22Z,6780,0,72,1,28
20181009T21Z,7084,0,73,1,20
20181009T20Z,7170,0,70,1,20
20181009T19Z,6961,0,59,1,21
20181009T18Z,6757,22,63,1,20
20181009T17Z,6300,0,59,2,20
20181009T16Z,5828,0,62,2,20
20181009T15Z,5446,0,59,1,20
20181009T14Z,4802,0,61,1,21
20181009T13Z,4440,0,67,0,22
20181009T12Z,4440,0,98,0,22
20181009T11Z,4236,0,108,0,22
20181009T10Z,3690,0,106,0,22
20181009T09Z,3447,0,98,0,21
20181009T08Z,3376,0,101,0,22
20181009T07Z,3438,0,99,0,22
20181009T06Z,3545,0,97,0,22
20181009T05Z,3744,0,100,0,22
20181009T04Z,4021,0,99,0,22
20181009T03Z,4329,0,105,0,22
20181009T02Z,4884,0,119,0,22
20181009T01Z,5318,0,123,0,22
20181009T00Z,5487,0,118,0,22
20181008T23Z,5264,0,118,0,23
20181008T22Z,5469,0,122,1,26
20181008T21Z,5641,0,127,0,22
20181008T20Z,5868,0,125,2,22
20181008T19Z,6036,0,123,2,22
20181008T18Z,5957,0,121,1,21
20181008T17Z,5735,0,116,2,20
20181008T16Z,5434,0,120,1,21
20181008T15Z,5109,0,118,1,20
20181008T14Z,4641,0,121,1,21
20181008T13Z,4355,0,122,1,22
20181008T12Z,4296,0,120,0,22
20181008T11Z,4037,0,122,0,21
20181008T10Z,3598,0,109,0,22
20181008T09Z,3327,0,104,0,22
20181008T08Z,3299,0,109,0,22
20181008T07Z,3414,0,103,0,22
20181008T06Z,3600,0,102,0,22
20181008T05Z,3825,0,102,0,21
20181008T04Z,4118,0,110,0,22
20181008T03Z,4563,0,111,0,22
20181008T02Z,5047,0,120,0,22
20181008T01Z,5476,0,124,0,21
20181008T00Z,5781,0,119,0,22
20181007T23Z,6005,0,120,0,22
20181007T22Z,6416,0,121,0,28
20181007T21Z,6639,0,123,2,22
20181007T20Z,6746,0,122,1,22
20181007T19Z,6729,0,120,1,22
20181007T18Z,6547,0,119,2,22
20181007T17Z,6203,0,121,1,22
20181007T16Z,5582,0,117,2,22
20181007T15Z,5037,0,112,1,21
20181007T14Z,4298,0,108,1,22
20181007T13Z,3778,0,114,1,22
20181007T12Z,3438,0,108,0,22
20181007T11Z,3345,0,103,0,22
20181007T10Z,3265,0,103,0,22
20181007T09Z,3297,0,112,0,22
20181007T08Z,3356,0,109,0,21
20181007T07Z,3471,0,108,0,22
20181007T06Z,3701,0,106,0,22
20181007T05Z,3983,0,109,0,22
20181007T04Z,4326,0,109,0,22
20181007T03Z,4698,0,119,0,23
20181007T02Z,5223,0,129,0,22
20181007T01Z,5653,0,127,0,22
20181007T00Z,5971,0,129,0,23
20181006T23Z,6404,0,125,0,23
20181006T22Z,6926,0,126,1,26
20181006T21Z,7175,0,129,2,22
20181006T20Z,7127,0,130,2,23
20181006T19Z,6993,0,129,1,22
20181006T18Z,6663,0,124,2,22
20181006T17Z,6176,0,127,2,22
20181006T16Z,5616,0,128,2,22
20181006T15Z,5062,0,127,2,23
20181006T14Z,4418,0,126,1,22
20181006T13Z,3919,0,126,0,22
20181006T12Z,3599,0,124,0,22
20181006T11Z,3512,0,122,0,22
20181006T10Z,3380,0,118,0,23
20181006T09Z,3390,0,107,0,22
20181006T08Z,3460,0,109,0,22
20181006T07Z,3604,0,105,0,22
20181006T06Z,3869,0,104,0,23
20181006T05Z,4152,0,106,0,22
20181006T04Z,4372,0,109,0,22
20181006T03Z,4698,0,115,0,22
20181006T02Z,5172,0,125,0,22
20181006T01Z,5723,0,129,0,23
20181006T00Z,6244,0,130,0,22
20181005T23Z,6606,0,127,0,22
20181005T22Z,7153,0,129,1,27
20181005T21Z,7306,0,129,1,22
20181005T20Z,7227,0,127,2,23
20181005T19Z,7055,0,124,2,23
20181005T18Z,6834,0,126,1,22
20181005T17Z,6129,0,126,2,23
20181005T16Z,5433,0,127,1,23
20181005T15Z,4906,0,123,1,23
20181005T14Z,4380,0,111,0,23
20181005T13Z,4204,0,118,0,23
20181005T12Z,4154,0,124,0,23
20181005T11Z,3970,0,122,0,23
20181005T10Z,3546,0,112,0,23
20181005T09Z,3358,0,109,0,23
20181005T08Z,3405,0,107,0,23
20181005T07Z,3543,0,108,0,23
20181005T06Z,3786,0,108,0,23
20181005T05Z,3895,0,109,0,23
20181005T04Z,4211,0,110,0,23
20181005T03Z,4607,0,115,0,22
20181005T02Z,5231,0,131,0,22
20181005T01Z,5834,0,129,0,22
20181005T00Z,6074,0,130,0,22
20181004T23Z,6322,0,128,0,22
20181004T22Z,6573,0,127,0,29
20181004T21Z,6730,0,126,0,23
20181004T20Z,6754,0,122,0,23
20181004T19Z,6645,0,128,0,24
20181004T18Z,6413,0,123,0,23
20181004T17Z,6058,0,125,0,23
20181004T16Z,5524,0,127,0,23
20181004T15Z,4908,0,128,0,23
20181004T14Z,4347,0,117,0,24
20181004T13Z,4121,0,117,0,24
20181004T12Z,4184,0,115,0,23
20181004T11Z,3992,0,114,0,24
20181004T10Z,3566,0,107,0,24
20181004T09Z,3360,0,106,0,24
20181004T08Z,3360,0,107,0,24
20181004T07Z,3505,0,106,0,24
20181004T06Z,3701,0,107,0,24
20181004T05Z,3917,0,110,0,24
20181004T04Z,122,0,112,0,24
20181004T03Z,179,0,115,0,24
20181004T02Z,333,0,127,0,24
20181004T01Z,334,0,117,0,23
20181004T00Z,6097,0,112,0,25
20181003T23Z,6318,0,126,0,24
20181003T22Z,6710,0,126,0,29
20181003T21Z,6817,0,128,0,24
20181003T20Z,6752,0,125,0,23
20181003T19Z,6510,0,124,0,24
20181003T18Z,6194,0,124,0,24
20181003T17Z,5789,0,122,0,24
20181003T16Z,5525,0,128,0,23
20181003T15Z,5023,0,108,0,23
20181003T14Z,4581,0,91,0,25
20181003T13Z,4261,0,94,0,24
20181003T12Z,4040,0,92,0,25
20181003T11Z,3780,0,91,0,24
20181003T10Z,3410,0,95,0,25
20181003T09Z,3344,0,94,0,24
20181003T08Z,3366,0,107,0,25
20181003T07Z,3473,0,112,0,25
20181003T06Z,3641,0,107,0,24
20181003T05Z,3831,0,108,0,25
20181003T04Z,3936,0,109,0,24
20181003T03Z,4350,0,115,0,24
20181003T02Z,5003,0,123,0,25
20181003T01Z,5495,0,121,0,23
20181003T00Z,5728,0,126,0,24
20181002T23Z,5878,0,127,0,23
20181002T22Z,6117,22,126,0,27
20181002T21Z,6133,232,125,0,24
20181002T20Z,6221,234,128,0,24
20181002T19Z,6164,233,124,0,25
20181002T18Z,5975,231,123,1,25
20181002T17Z,5726,226,120,3,25
20181002T16Z,5424,98,127,2,25
20181002T15Z,4947,98,124,2,24
20181002T14Z,4287,100,125,2,24
20181002T13Z,4146,49,126,0,24
20181002T12Z,4138,0,123,0,24
20181002T11Z,3922,0,125,0,24
20181002T10Z,3538,0,116,0,24
20181002T09Z,3512,0,110,0,23
20181002T08Z,3516,0,109,0,24
20181002T07Z,3632,0,105,0,24
20181002T06Z,3826,0,105,0,24
20181002T05Z,4021,0,108,0,24
20181002T04Z,4276,0,107,0,24
20181002T03Z,4590,0,116,0,24
20181002T02Z,5228,0,124,0,23
20181002T01Z,5721,0,124,0,24
20181002T00Z,5937,0,125,0,24
20181001T23Z,6213,0,121,0,23
20181001T22Z,6611,0,120,1,26
20181001T21Z,6752,0,112,2,24
20181001T20Z,6704,0,109,1,24
20181001T19Z,6582,0,110,2,24
20181001T18Z,6318,0,118,2,24
20181001T17Z,5813,14,121,3,24
20181001T16Z,5323,8,120,3,24
20181001T15Z,4894,0,122,2,23
20181001T14Z,4422,0,119,1,24
20181001T13Z,4427,0,121,0,23
20181001T12Z,4489,0,119,0,23
20181001T11Z,4282,0,119,0,24
20181001T10Z,3867,0,111,0,23
20181001T09Z,3654,0,106,0,24
20181001T08Z,3671,0,104,0,24
20181001T07Z,3808,0,103,0,23
20181001T06Z,4021,0,104,0,24
20181001T05Z,4132,0,106,0,23
20181001T04Z,4349,0,107,0,24
20181001T03Z,4823,0,117,0,23
20181001T02Z,5458,0,123,0,24
20181001T01Z,6011,0,121,0,24
20181001T00Z,6354,0,123,0,23
20180930T23Z,6654,0,120,0,24
20180930T22Z,7110,0,125,2,26
20180930T21Z,7286,0,125,2,23
20180930T20Z,7244,0,126,3,24
20180930T19Z,7029,0,125,2,23
20180930T18Z,6698,0,122,3,23
20180930T17Z,6192,0,126,3,24
20180930T16Z,5694,0,130,3,24
20180930T15Z,5127,0,123,2,24
20180930T14Z,4422,0,126,1,25
20180930T13Z,3995,0,128,0,25
20180930T12Z,3672,0,125,0,26
20180930T11Z,3594,0,124,0,26
20180930T10Z,3518,0,114,0,24
20180930T09Z,3549,0,108,0,24
20180930T08Z,3661,0,107,0,24
20180930T07Z,3856,0,106,0,24
20180930T06Z,4137,0,108,0,25
20180930T05Z,4606,0,105,0,25
20180930T04Z,4975,0,110,0,25
20180930T03Z,5239,0,119,0,25
20180930T02Z,5603,0,129,0,25
20180930T01Z,5970,0,130,0,25
20180930T00Z,6313,0,127,0,24
20180929T23Z,6671,0,127,1,16
20180929T22Z,7156,0,126,1,27
20180929T21Z,7390,0,124,3,19
20180929T20Z,7359,0,127,2,20
20180929T19Z,7139,0,123,3,20
20180929T18Z,6815,0,125,3,20
20180929T17Z,6351,0,121,3,20
20180929T16Z,5843,0,125,3,20
20180929T15Z,5278,0,123,2,19
20180929T14Z,4575,0,122,2,19
20180929T13Z,4204,0,121,0,20
20180929T12Z,3898,0,114,0,19
20180929T11Z,3812,0,117,0,19
20180929T10Z,3684,0,113,0,20
20180929T09Z,3705,0,103,0,20
20180929T08Z,3825,0,103,0,19
20180929T07Z,3993,0,104,0,20
20180929T06Z,4201,0,101,0,20
20180929T05Z,4384,0,105,0,20
20180929T04Z,4789,0,104,0,20
20180929T03Z,5195,0,114,0,20
20180929T02Z,5711,0,109,0,19
20180929T01Z,6174,0,106,0,20
20180929T00Z,6600,0,97,0,18
20180928T23Z,7116,0,103,1,16
20180928T22Z,7682,0,105,1,27
20180928T21Z,8028,0,104,2,21
20180928T20Z,8071,0,98,3,20
20180928T19Z,7840,0,101,2,20
20180928T18Z,7348,0,102,3,20
20180928T17Z,6787,0,101,3,19
20180928T16Z,6259,0,105,2,20
20180928T15Z,5617,0,104,3,14
20180928T14Z,4921,0,106,1,13
20180928T13Z,4737,0,107,1,13
20180928T12Z,4684,0,106,0,12
20180928T11Z,4510,0,107,0,13
20180928T10Z,4087,0,109,0,12
20180928T09Z,3929,0,110,0,13
20180928T08Z,4005,0,109,0,12
20180928T07Z,4183,0,106,0,13
20180928T06Z,4395,0,104,0,13
20180928T05Z,4537,0,106,0,12
20180928T04Z,4805,0,109,0,13
20180928T03Z,5269,0,109,0,11
20180928T02Z,5859,0,108,0,12
20180928T01Z,6440,0,110,0,11
20180928T00Z,6910,0,106,0,12
20180927T23Z,7489,0,104,0,59
20180927T22Z,7884,0,107,1,12
20180927T21Z,7957,0,105,2,12
20180927T20Z,7822,0,102,1,12
20180927T19Z,7617,0,91,3,12
20180927T18Z,7254,0,74,3,12
20180927T17Z,6631,0,74,3,11
20180927T16Z,6001,0,79,2,12
20180927T15Z,5443,0,75,2,11
20180927T14Z,4830,0,78,2,11
20180927T13Z,4685,0,61,0,11
20180927T12Z,4693,0,65,0,11
20180927T11Z,4446,0,87,0,12
20180927T10Z,4024,0,110,0,11
20180927T09Z,3842,0,108,0,11
20180927T08Z,3890,0,108,0,12
20180927T07Z,4045,0,105,0,11
20180927T06Z,4325,0,106,0,11
20180927T05Z,4557,0,108,0,11
20180927T04Z,4851,0,111,0,12
20180927T03Z,4918,0,112,0,11
20180927T02Z,5849,0,109,0,11
20180927T01Z,6419,0,110,0,11
20180927T00Z,6777,0,109,0,11
20180926T23Z,7305,0,108,1,11
20180926T22Z,7828,0,105,1,12
20180926T21Z,8030,0,101,2,11
20180926T20Z,7960,0,100,3,11
20180926T19Z,7746,0,106,3,11
20180926T18Z,7337,0,102,3,12
20180926T17Z,6676,0,100,4,11
20180926T16Z,6107,0,101,3,11
20180926T15Z,5424,0,102,2,12
20180926T14Z,4708,0,100,2,12
20180926T13Z,4575,0,104,0,12
20180926T12Z,4558,0,107,1,12
20180926T11Z,4409,0,108,0,12
20180926T10Z,3975,0,108,0,13
20180926T09Z,3774,0,110,0,12
20180926T08Z,3839,0,110,0,12
20180926T07Z,3964,0,108,0,13
20180926T06Z,4176,0,110,0,12
20180926T05Z,4294,0,110,0,13
20180925T04Z,4193,0,124,0,13
20180925T03Z,4585,0,131,0,14
20180925T02Z,5206,0,148,0,13
20180925T01Z,5803,0,143,0,13
20180925T00Z,6151,0,136,0,14
20180924T23Z,6682,0,135,0,14
20180924T22Z,7096,0,140,0,14
20180924T21Z,7278,0,139,0,15
20180924T20Z,7365,0,142,0,15
20180924T19Z,7292,0,142,0,15
20180924T18Z,6838,95,141,0,15
20180924T17Z,6249,130,141,0,15
20180924T16Z,5728,106,141,0,16
20180924T15Z,5115,57,141,0,15
20180924T14Z,4471,0,139,0,15
20180924T13Z,4344,0,139,0,15
20180924T12Z,4315,0,141,0,15
20180924T11Z,4120,0,135,0,15
20180924T10Z,3744,0,97,0,16
20180924T09Z,3526,0,129,0,15
20180924T08Z,3529,0,128,0,15
20180924T07Z,3620,0,129,0,15
20180924T06Z,3831,0,128,0,15
20180924T05Z,3959,0,128,0,16
20180924T04Z,4343,0,129,0,15
20180924T03Z,4697,0,139,0,15
20180924T02Z,5333,0,150,0,15
20180924T01Z,5863,0,146,0,15
20180924T00Z,6143,0,148,0,16
20180923T23Z,6532,0,145,0,15
20180923T22Z,7001,0,148,0,15
20180923T21Z,7099,0,148,0,15
20180923T20Z,7031,0,150,0,15
20180923T19Z,6888,0,150,0,16
20180923T18Z,6645,0,146,0,16
20180923T17Z,6196,0,146,0,16
20180923T16Z,5709,0,149,0,16
20180923T15Z,5103,0,150,0,16
20180923T14Z,4460,0,148,0,16
20180923T13Z,4136,0,146,0,15
20180923T12Z,3915,0,147,0,16
20180923T11Z,3731,0,146,0,16
20180923T10Z,3692,0,140,0,16
20180923T09Z,3632,0,128,0,16
20180923T08Z,3691,0,131,0,16
20180923T07Z,3880,0,126,0,16
20180923T06Z,4206,0,127,0,16
20180923T05Z,4189,0,128,0,16
20180923T04Z,4205,0,130,0,16
