,other,hydro
20181027T20Z,230,528
20181027T19Z,230,524
20181027T18Z,232,526
20181027T17Z,231,525
20181027T16Z,231,531
20181027T15Z,231,531
20181027T14Z,231,532
20181027T13Z,231,547
20181027T12Z,231,547
20181027T11Z,231,542
20181027T10Z,231,540
20181027T09Z,231,535
20181027T08Z,230,536
20181027T07Z,230,539
20181027T06Z,229,535
20181027T05Z,206,542
20181027T04Z,200,546
20181027T03Z,200,548
20181027T02Z,200,659
20181027T01Z,200,913
20181027T00Z,201,761
20181026T23Z,201,648
20181026T22Z,201,649
20181026T21Z,201,617
20181026T20Z,201,577
20181026T19Z,201,591
20181026T18Z,200,588
20181026T17Z,201,589
20181026T16Z,201,587
20181026T15Z,201,588
20181026T14Z,200,587
20181026T13Z,200,588
20181026T12Z,201,558
20181026T11Z,200,551
20181026T10Z,200,549
20181026T09Z,200,551
20181026T08Z,200,552
20181026T07Z,200,523
20181026T06Z,198,521
20181026T05Z,182,517
20181026T04Z,197,526
20181026T03Z,200,533
20181026T02Z,200,746
20181026T01Z,200,924
20181026T00Z,201,1093
20181025T23Z,201,769
20181025T22Z,201,660
20181025T21Z,201,631
20181025T20Z,201,602
20181025T19Z,201,605
20181025T18Z,201,600
20181025T17Z,202,598
20181025T16Z,200,594
20181025T15Z,201,564
20181025T14Z,200,599
20181025T13Z,200,603
20181025T12Z,201,578
20181025T11Z,200,540
20181025T10Z,201,540
20181025T09Z,200,490
20181025T08Z,201,428
20181025T07Z,184,430
20181025T06Z,198,430
20181025T05Z,184,425
20181025T04Z,201,419
20181025T03Z,201,485
20181025T02Z,201,689
20181025T01Z,200,756
20181025T00Z,197,868
20181024T23Z,200,759
20181024T22Z,201,611
20181024T21Z,201,608
20181024T20Z,200,610
20181024T19Z,201,608
20181024T18Z,201,606
20181024T17Z,201,606
20181024T16Z,200,640
20181024T15Z,200,635
20181024T14Z,200,684
20181024T13Z,200,681
20181024T12Z,200,517
20181024T11Z,200,515
20181024T10Z,186,485
20181024T09Z,184,453
20181024T08Z,184,419
20181024T07Z,183,419
20181024T06Z,183,416
20181024T05Z,184,412
20181024T04Z,200,413
20181024T03Z,201,449
20181024T02Z,201,489
20181024T01Z,200,749
20181024T00Z,201,708
20181023T23Z,201,584
20181023T22Z,201,591
20181023T21Z,200,584
20181023T20Z,201,576
20181023T19Z,200,582
20181023T18Z,201,568
20181023T17Z,200,574
20181023T16Z,200,625
20181023T15Z,200,820
20181023T14Z,201,676
20181023T13Z,200,697
20181023T12Z,201,658
20181023T11Z,201,460
20181023T10Z,189,425
20181023T09Z,184,427
20181023T08Z,184,436
20181023T07Z,183,421
20181023T06Z,184,422
20181023T05Z,182,433
20181023T04Z,201,428
20181023T03Z,203,431
20181023T02Z,201,615
20181023T01Z,201,824
20181023T00Z,200,680
20181022T23Z,199,629
20181022T22Z,199,516
20181022T21Z,200,508
20181022T20Z,199,512
20181022T19Z,199,518
20181022T18Z,199,505
20181022T17Z,199,507
20181022T16Z,200,498
20181022T15Z,199,501
20181022T14Z,200,528
20181022T13Z,200,559
20181022T12Z,200,562
20181022T11Z,199,463
20181022T10Z,188,437
20181022T09Z,186,405
20181022T08Z,186,405
20181022T07Z,182,417
20181022T06Z,182,416
20181022T05Z,185,393
20181022T04Z,199,386
20181022T03Z,200,379
20181022T02Z,200,412
20181022T01Z,200,428
20181022T00Z,200,427
20181021T23Z,200,431
20181021T22Z,199,486
20181021T21Z,200,492
20181021T20Z,200,483
20181021T19Z,201,478
20181021T18Z,200,365
20181021T17Z,199,487
20181021T16Z,200,452
20181021T15Z,200,452
20181021T14Z,200,456
20181021T13Z,199,452
20181021T12Z,200,394
20181021T11Z,198,361
20181021T10Z,182,359
20181021T09Z,181,358
20181021T08Z,180,359
20181021T07Z,179,362
20181021T06Z,180,362
20181021T05Z,181,371
20181021T04Z,199,368
20181021T03Z,200,362
20181021T02Z,201,540
20181021T01Z,200,593
20181021T00Z,200,625
20181020T23Z,200,568
20181020T22Z,200,509
20181020T21Z,200,447
20181020T20Z,200,413
20181020T19Z,200,358
20181020T18Z,200,356
20181020T17Z,201,357
20181020T16Z,200,354
20181020T15Z,200,356
20181020T14Z,200,377
20181020T13Z,200,374
20181020T12Z,199,374
20181020T11Z,181,375
20181020T10Z,181,375
20181020T09Z,181,375
20181020T08Z,180,373
20181020T07Z,184,375
20181020T06Z,185,371
20181020T05Z,181,432
20181020T04Z,200,426
20181020T03Z,200,424
20181020T02Z,201,457
20181020T01Z,200,671
20181020T00Z,201,629
20181019T23Z,202,532
20181019T22Z,201,530
20181019T21Z,201,533
20181019T20Z,202,530
20181019T19Z,201,532
20181019T18Z,202,466
20181019T17Z,202,461
20181019T16Z,202,522
20181019T15Z,201,492
20181019T14Z,201,498
20181019T13Z,202,445
20181019T12Z,198,446
20181019T11Z,187,446
20181019T10Z,186,445
20181019T09Z,184,444
20181019T08Z,184,442
20181019T07Z,184,442
20181019T06Z,183,440
20181019T05Z,200,441
20181019T04Z,200,434
20181019T03Z,200,436
20181019T02Z,200,445
20181019T01Z,201,625
20181019T00Z,199,560
20181018T23Z,200,567
20181018T22Z,199,571
20181018T21Z,199,571
20181018T20Z,200,515
20181018T19Z,199,485
20181018T18Z,200,474
20181018T17Z,199,439
20181018T16Z,200,440
20181018T15Z,200,488
20181018T14Z,200,496
20181018T13Z,199,536
20181018T12Z,200,537
20181018T11Z,200,447
20181018T10Z,200,446
20181018T09Z,201,447
20181018T08Z,200,446
20181018T07Z,201,446
20181018T06Z,200,446
20181018T05Z,201,449
20181018T04Z,200,449
20181018T03Z,200,511
20181018T02Z,200,689
20181018T01Z,200,1026
20181018T00Z,200,731
20181017T23Z,200,497
20181017T22Z,200,487
20181017T21Z,200,491
20181017T20Z,200,469
20181017T19Z,200,469
20181017T18Z,200,465
20181017T17Z,200,467
20181017T16Z,200,730
20181017T15Z,200,672
20181017T14Z,200,642
20181017T13Z,200,708
20181017T12Z,200,657
20181017T11Z,199,484
20181017T10Z,181,472
20181017T09Z,181,476
20181017T08Z,178,477
20181017T07Z,182,468
20181017T06Z,181,469
20181017T05Z,183,478
20181017T04Z,185,507
20181017T03Z,200,516
20181017T02Z,200,767
20181017T01Z,200,1093
20181017T00Z,200,981
20181016T23Z,201,522
20181016T22Z,201,489
20181016T21Z,201,489
20181016T20Z,200,486
20181016T19Z,201,484
20181016T18Z,200,474
20181016T17Z,200,474
20181016T16Z,200,661
20181016T15Z,199,637
20181016T14Z,201,688
20181016T13Z,199,732
20181016T12Z,201,497
20181016T11Z,199,491
20181016T10Z,187,489
20181016T09Z,186,487
20181016T08Z,184,486
20181016T07Z,185,489
20181016T06Z,184,494
20181016T05Z,191,497
20181016T04Z,191,496
20181016T03Z,191,497
20181016T02Z,201,548
20181016T01Z,200,993
20181016T00Z,201,941
20181015T23Z,201,822
20181015T22Z,201,666
20181015T21Z,201,632
20181015T20Z,201,484
20181015T19Z,200,422
20181015T18Z,201,410
20181015T17Z,201,409
20181015T16Z,201,409
20181015T15Z,201,406
20181015T14Z,200,461
20181015T13Z,201,591
20181015T12Z,200,459
20181015T11Z,201,424
20181015T10Z,201,419
20181015T09Z,201,418
20181015T08Z,200,414
20181015T07Z,201,420
20181015T06Z,200,422
20181015T05Z,200,419
20181015T04Z,200,418
20181015T03Z,200,413
20181015T02Z,199,414
20181015T01Z,200,420
20181015T00Z,199,418
20181014T23Z,201,432
20181014T22Z,199,527
20181014T21Z,199,436
20181014T20Z,200,436
20181014T19Z,200,431
20181014T18Z,199,407
20181014T17Z,200,408
20181014T16Z,198,414
20181014T15Z,194,417
20181014T14Z,193,412
20181014T13Z,191,416
20181014T12Z,199,416
20181014T11Z,200,423
20181014T10Z,199,423
20181014T09Z,200,419
20181014T08Z,199,426
20181014T07Z,191,419
20181014T06Z,201,419
20181014T05Z,209,423
20181014T04Z,209,422
20181014T03Z,215,425
20181014T02Z,234,429
20181014T01Z,235,469
20181014T00Z,236,531
20181013T23Z,235,435
20181013T22Z,235,435
20181013T21Z,235,439
20181013T20Z,235,437
20181013T19Z,236,432
20181013T18Z,235,419
20181013T17Z,236,418
20181013T16Z,234,421
20181013T15Z,235,425
20181013T14Z,235,429
20181013T13Z,229,426
20181013T12Z,215,427
20181013T11Z,213,424
20181013T10Z,200,425
20181013T09Z,200,427
20181013T08Z,199,416
20181013T07Z,202,416
20181013T06Z,202,418
20181013T05Z,197,414
20181013T04Z,211,418
20181013T03Z,214,421
20181013T02Z,236,431
20181013T01Z,235,712
20181013T00Z,235,670
20181012T23Z,235,595
20181012T22Z,236,593
20181012T21Z,235,618
20181012T20Z,236,436
20181012T19Z,235,526
20181012T18Z,235,422
20181012T17Z,235,420
20181012T16Z,235,366
20181012T15Z,235,363
20181012T14Z,235,366
20181012T13Z,236,363
20181012T12Z,236,362
20181012T11Z,232,366
20181012T10Z,228,364
20181012T09Z,198,367
20181012T08Z,199,372
20181012T07Z,198,372
20181012T06Z,197,373
20181012T05Z,228,375
20181012T04Z,229,374
20181012T03Z,232,373
20181012T02Z,234,407
20181012T01Z,235,375
20181012T00Z,235,379
20181011T23Z,235,521
20181011T22Z,235,1094
20181011T21Z,235,1101
20181011T20Z,235,820
20181011T19Z,235,798
20181011T18Z,235,494
20181011T17Z,235,371
20181011T16Z,235,370
20181011T15Z,235,370
20181011T14Z,235,364
20181011T13Z,235,367
20181011T12Z,236,351
20181011T11Z,226,355
20181011T10Z,197,357
20181011T09Z,194,354
20181011T08Z,196,352
20181011T07Z,198,372
20181011T06Z,199,373
20181011T05Z,199,370
20181011T04Z,227,367
20181011T03Z,235,373
20181011T02Z,235,376
20181011T01Z,235,371
20181011T00Z,235,424
20181010T23Z,235,767
20181010T22Z,235,1110
20181010T21Z,235,977
20181010T20Z,236,802
20181010T19Z,235,763
20181010T18Z,236,632
20181010T17Z,235,411
20181010T16Z,235,274
20181010T15Z,235,289
20181010T14Z,235,295
20181010T13Z,235,296
20181010T12Z,234,296
20181010T11Z,226,301
20181010T10Z,197,300
20181010T09Z,197,298
20181010T08Z,197,301
20181010T07Z,201,329
20181010T06Z,213,329
20181010T05Z,217,337
20181010T04Z,220,336
20181010T03Z,235,336
20181010T02Z,236,339
20181010T01Z,235,308
20181010T00Z,235,317
20181009T23Z,236,745
20181009T22Z,235,1124
20181009T21Z,236,1169
20181009T20Z,235,1039
20181009T19Z,236,928
20181009T18Z,235,835
20181009T17Z,236,314
20181009T16Z,235,260
20181009T15Z,234,257
20181009T14Z,235,272
20181009T13Z,235,266
20181009T12Z,234,269
20181009T11Z,217,263
20181009T10Z,204,262
20181009T09Z,203,264
20181009T08Z,203,264
20181009T07Z,204,266
20181009T06Z,206,265
20181009T05Z,212,266
20181009T04Z,224,303
20181009T03Z,225,302
20181009T02Z,234,348
20181009T01Z,235,375
20181009T00Z,235,375
20181008T23Z,235,527
20181008T22Z,235,830
20181008T21Z,234,832
20181008T20Z,236,710
20181008T19Z,236,532
20181008T18Z,236,367
20181008T17Z,236,365
20181008T16Z,235,366
20181008T15Z,235,367
20181008T14Z,235,364
20181008T13Z,235,363
20181008T12Z,235,362
20181008T11Z,212,298
20181008T10Z,199,294
20181008T09Z,197,293
20181008T08Z,197,295
20181008T07Z,196,297
20181008T06Z,197,305
20181008T05Z,227,308
20181008T04Z,234,313
20181008T03Z,234,376
20181008T02Z,235,377
20181008T01Z,235,380
20181008T00Z,235,382
20181007T23Z,235,393
20181007T22Z,235,543
20181007T21Z,235,545
20181007T20Z,236,535
20181007T19Z,235,447
20181007T18Z,235,379
20181007T17Z,235,375
20181007T16Z,236,371
20181007T15Z,235,365
20181007T14Z,211,363
20181007T13Z,209,332
20181007T12Z,209,357
20181007T11Z,205,293
20181007T10Z,193,296
20181007T09Z,194,295
20181007T08Z,195,292
20181007T07Z,200,289
20181007T06Z,218,294
20181007T05Z,232,309
20181007T04Z,234,309
20181007T03Z,235,311
20181007T02Z,235,373
20181007T01Z,235,374
20181007T00Z,235,376
20181006T23Z,236,617
20181006T22Z,235,964
20181006T21Z,235,973
20181006T20Z,236,912
20181006T19Z,235,673
20181006T18Z,234,387
20181006T17Z,235,331
20181006T16Z,234,295
20181006T15Z,235,290
20181006T14Z,212,291
20181006T13Z,210,287
20181006T12Z,210,288
20181006T11Z,208,290
20181006T10Z,197,222
20181006T09Z,196,219
20181006T08Z,197,220
20181006T07Z,198,220
20181006T06Z,220,221
20181006T05Z,235,224
20181006T04Z,235,223
20181006T03Z,235,222
20181006T02Z,235,218
20181006T01Z,235,521
20181006T00Z,235,859
20181005T23Z,235,981
20181005T22Z,234,1157
20181005T21Z,235,1271
20181005T20Z,235,1190
20181005T19Z,234,1047
20181005T18Z,236,884
20181005T17Z,235,505
20181005T16Z,235,232
20181005T15Z,235,207
20181005T14Z,234,199
20181005T13Z,235,203
20181005T12Z,235,204
20181005T11Z,228,225
20181005T10Z,200,227
20181005T09Z,197,227
20181005T08Z,208,247
20181005T07Z,234,249
20181005T06Z,235,252
20181005T05Z,223,253
20181005T04Z,236,257
20181005T03Z,236,343
20181005T02Z,237,353
20181005T01Z,236,691
20181005T00Z,236,941
20181004T23Z,234,1088
20181004T22Z,235,1181
20181004T21Z,235,1270
20181004T20Z,236,1217
20181004T19Z,235,972
20181004T18Z,235,906
20181004T17Z,234,513
20181004T16Z,235,346
20181004T15Z,235,295
20181004T14Z,223,218
20181004T13Z,219,216
20181004T12Z,215,217
20181004T11Z,214,233
20181004T10Z,200,231
20181004T09Z,199,231
20181004T08Z,201,248
20181004T07Z,202,248
20181004T06Z,206,255
20181004T05Z,233,254
20181004T04Z,236,256
20181004T03Z,232,356
20181004T02Z,236,417
20181004T01Z,236,802
20181004T00Z,236,910
20181003T23Z,235,1148
20181003T22Z,234,1178
20181003T21Z,235,1284
20181003T20Z,235,1212
20181003T19Z,235,912
20181003T18Z,236,807
20181003T17Z,234,319
20181003T16Z,235,234
20181003T15Z,235,172
20181003T14Z,235,140
20181003T13Z,234,157
20181003T12Z,235,153
20181003T11Z,233,135
20181003T10Z,203,132
20181003T09Z,202,138
20181003T08Z,202,197
20181003T07Z,203,198
20181003T06Z,204,201
20181003T05Z,235,222
20181003T04Z,236,221
20181003T03Z,236,309
20181003T02Z,235,316
20181003T01Z,235,576
20181003T00Z,235,1061
20181002T23Z,234,1202
20181002T22Z,235,1257
20181002T21Z,236,1276
20181002T20Z,235,1084
20181002T19Z,235,843
20181002T18Z,235,524
20181002T17Z,234,298
20181002T16Z,235,271
20181002T15Z,234,193
20181002T14Z,235,163
20181002T13Z,235,162
20181002T12Z,225,161
20181002T11Z,209,169
20181002T10Z,198,170
20181002T09Z,196,171
20181002T08Z,196,174
20181002T07Z,197,173
20181002T06Z,198,174
20181002T05Z,214,309
20181002T04Z,216,310
20181002T03Z,220,312
20181002T02Z,233,414
20181002T01Z,234,484
20181002T00Z,236,512
20181001T23Z,235,753
20181001T22Z,235,1309
20181001T21Z,235,1216
20181001T20Z,236,1026
20181001T19Z,235,649
20181001T18Z,236,368
20181001T17Z,235,256
20181001T16Z,235,255
20181001T15Z,236,260
20181001T14Z,235,229
20181001T13Z,235,218
20181001T12Z,216,210
20181001T11Z,213,214
20181001T10Z,199,212
20181001T09Z,200,194
20181001T08Z,199,186
20181001T07Z,199,186
20181001T06Z,199,194
20181001T05Z,215,196
20181001T04Z,214,196
20181001T03Z,218,244
20181001T02Z,220,301
20181001T01Z,234,297
20181001T00Z,235,477
20180930T23Z,236,823
20180930T22Z,235,897
20180930T21Z,235,753
20180930T20Z,236,512
20180930T19Z,234,351
20180930T18Z,236,292
20180930T17Z,235,264
20180930T16Z,234,253
20180930T15Z,212,254
20180930T14Z,210,223
20180930T13Z,206,197
20180930T12Z,208,195
20180930T11Z,206,194
20180930T10Z,197,169
20180930T09Z,196,169
20180930T08Z,196,169
20180930T07Z,197,208
20180930T06Z,196,239
20180930T05Z,197,267
20180930T04Z,212,267
20180930T03Z,212,284
20180930T02Z,217,395
20180930T01Z,234,393
20180930T00Z,235,393
20180929T23Z,235,512
20180929T22Z,235,600
20180929T21Z,236,596
20180929T20Z,235,449
20180929T19Z,235,395
20180929T18Z,236,382
20180929T17Z,235,382
20180929T16Z,233,386
20180929T15Z,212,375
20180929T14Z,211,279
20180929T13Z,210,226
20180929T12Z,209,228
20180929T11Z,209,233
20180929T10Z,196,229
20180929T09Z,196,234
20180929T08Z,195,237
20180929T07Z,196,233
20180929T06Z,198,237
20180929T05Z,205,422
20180929T04Z,220,426
20180929T03Z,222,431
20180929T02Z,235,442
20180929T01Z,235,422
20180929T00Z,235,482
20180928T23Z,235,496
20180928T22Z,235,579
20180928T21Z,235,576
20180928T20Z,236,569
20180928T19Z,236,517
20180928T18Z,235,472
20180928T17Z,236,431
20180928T16Z,235,398
20180928T15Z,225,393
20180928T14Z,223,397
20180928T13Z,223,396
20180928T12Z,220,399
20180928T11Z,217,396
20180928T10Z,204,393
20180928T09Z,202,391
20180928T08Z,203,393
20180928T07Z,204,433
20180928T06Z,205,432
20180928T05Z,216,433
20180928T04Z,219,433
20180928T03Z,222,432
20180928T02Z,222,434
20180928T01Z,236,433
20180928T00Z,236,480
20180927T23Z,235,517
20180927T22Z,235,775
20180927T21Z,236,786
20180927T20Z,236,555
20180927T19Z,235,458
20180927T18Z,236,449
20180927T17Z,236,380
20180927T16Z,226,377
20180927T15Z,224,381
20180927T14Z,223,380
20180927T13Z,222,378
20180927T12Z,220,380
20180927T11Z,205,384
20180927T10Z,202,392
20180927T09Z,203,390
20180927T08Z,201,408
20180927T07Z,204,407
20180927T06Z,203,406
20180927T05Z,216,432
20180927T04Z,230,433
20180927T03Z,232,431
20180927T02Z,235,430
20180927T01Z,235,429
20180927T00Z,236,479
20180926T23Z,234,488
20180926T22Z,235,974
20180926T21Z,233,969
20180926T20Z,235,897
20180926T19Z,235,646
20180926T18Z,236,420
20180926T17Z,235,337
20180926T16Z,235,338
20180926T15Z,235,401
20180926T14Z,235,366
20180926T13Z,236,361
20180926T12Z,234,355
20180926T11Z,208,355
20180926T10Z,206,362
20180926T09Z,205,361
20180926T08Z,207,365
20180926T07Z,206,365
20180926T06Z,208,370
20180926T05Z,235,363
20180926T04Z,236,363
20180926T03Z,236,367
20180926T02Z,235,367
20180926T01Z,235,368
20180926T00Z,236,415
20180925T23Z,235,430
20180925T22Z,235,679
20180925T21Z,235,687
20180925T20Z,234,870
20180925T19Z,235,662
20180925T18Z,235,336
20180925T17Z,235,325
20180925T16Z,236,323
20180925T15Z,235,321
20180925T14Z,235,331
20180925T13Z,235,332
20180925T12Z,235,371
20180925T11Z,235,370
20180925T10Z,222,365
20180925T09Z,221,365
20180925T08Z,221,365
20180925T07Z,222,344
20180925T06Z,221,345
20180925T05Z,198,347
20180925T04Z,215,343
20180925T03Z,218,351
20180925T02Z,235,391
20180925T01Z,235,387
20180925T00Z,235,437
20180924T23Z,236,490
20180924T22Z,234,990
20180924T21Z,235,997
20180924T20Z,236,936
20180924T19Z,235,521
20180924T18Z,235,451
20180924T17Z,234,400
20180924T16Z,235,314
20180924T15Z,218,290
20180924T14Z,216,339
20180924T13Z,214,343
20180924T12Z,212,343
20180924T11Z,198,342
20180924T10Z,196,341
20180924T09Z,195,342
20180924T08Z,193,346
20180924T07Z,190,347
20180924T06Z,192,349
20180924T05Z,200,348
20180924T04Z,213,352
20180924T03Z,215,353
20180924T02Z,234,345
20180924T01Z,235,345
20180924T00Z,235,343
20180923T23Z,235,370
20180923T22Z,236,436
20180923T21Z,234,439
20180923T20Z,235,460
20180923T19Z,236,422
20180923T18Z,235,331
20180923T17Z,232,332
20180923T16Z,213,334
20180923T15Z,211,337
20180923T14Z,209,334
20180923T13Z,194,331
20180923T12Z,195,333
20180923T11Z,195,330
20180923T10Z,195,332
20180923T09Z,195,328
20180923T08Z,196,330
20180923T07Z,197,327
20180923T06Z,197,331
20180923T05Z,199,303
20180923T04Z,201,301
20180923T03Z,214,305
20180923T02Z,234,307
20180923T01Z,235,304
20180923T00Z,235,298
20180922T23Z,235,303
20180922T22Z,235,357
20180922T21Z,236,356
20180922T20Z,235,448
20180922T19Z,236,495
20180922T18Z,235,297
20180922T17Z,235,297
20180922T16Z,229,292
20180922T15Z,215,296
20180922T14Z,213,292
20180922T13Z,200,288
20180922T12Z,200,292
20180922T11Z,198,301
20180922T10Z,198,308
20180922T09Z,198,306
20180922T08Z,201,313
20180922T07Z,205,313
20180922T06Z,205,320
20180922T05Z,212,374
20180922T04Z,215,380
20180922T03Z,220,380
20180922T02Z,235,369
20180922T01Z,235,367
20180922T00Z,236,375
20180921T23Z,235,501
20180921T22Z,236,910
20180921T21Z,236,921
20180921T20Z,236,620
20180921T19Z,236,447
20180921T18Z,236,403
20180921T17Z,236,399
20180921T16Z,235,344
20180921T15Z,235,336
20180921T14Z,235,336
20180921T13Z,234,338
20180921T12Z,220,337
20180921T11Z,212,346
20180921T10Z,203,345
20180921T09Z,202,344
20180921T08Z,202,298
20180921T07Z,214,297
20180921T06Z,216,301
20180921T05Z,218,327
20180921T04Z,229,326
20180921T03Z,234,322
20180921T02Z,235,328
20180921T01Z,235,333
20180921T00Z,236,540
20180920T23Z,235,957
20180920T22Z,236,1276
20180920T21Z,236,1334
20180920T20Z,235,1283
20180920T19Z,235,1008
20180920T18Z,236,481
20180920T17Z,234,332
20180920T16Z,236,361
20180920T15Z,235,407
20180920T14Z,234,508
20180920T13Z,236,443
20180920T12Z,218,438
20180920T11Z,211,385
20180920T10Z,199,326
20180920T09Z,198,324
20180920T08Z,199,323
20180920T07Z,202,317
20180920T06Z,202,326
20180920T05Z,218,359
20180920T04Z,228,355
20180920T03Z,235,355
20180920T02Z,235,354
20180920T01Z,235,431
20180920T00Z,236,688
20180919T23Z,235,1155
20180919T22Z,235,1326
20180919T21Z,235,1324
20180919T20Z,235,1293
20180919T19Z,234,922
20180919T18Z,235,518
20180919T17Z,235,387
20180919T16Z,235,362
20180919T15Z,234,359
20180919T14Z,232,374
20180919T13Z,222,375
20180919T12Z,218,374
20180919T11Z,212,337
20180919T10Z,199,339
20180919T09Z,198,335
20180919T08Z,199,349
20180919T07Z,200,349
20180919T06Z,201,353
20180919T05Z,218,398
20180919T04Z,228,403
20180919T03Z,234,398
20180919T02Z,234,401
20180919T01Z,235,464
20180919T00Z,235,742
20180918T23Z,235,1155
20180918T22Z,234,1315
20180918T21Z,235,1227
20180918T20Z,235,1293
20180918T19Z,235,1075
20180918T18Z,235,474
20180918T17Z,236,409
20180918T16Z,234,403
20180918T15Z,234,367
20180918T14Z,230,364
20180918T13Z,219,338
20180918T12Z,219,338
20180918T11Z,214,293
20180918T10Z,202,290
20180918T09Z,202,304
20180918T08Z,204,306
20180918T07Z,204,301
20180918T06Z,205,304
20180918T05Z,213,302
20180918T04Z,216,304
20180918T03Z,224,301
20180918T02Z,234,302
20180918T01Z,235,305
20180918T00Z,235,475
20180917T23Z,235,1202
20180917T22Z,235,1315
20180917T21Z,235,1303
20180917T20Z,235,1126
20180917T19Z,234,710
20180917T18Z,235,292
20180917T17Z,235,281
20180917T16Z,235,282
20180917T15Z,236,279
20180917T14Z,236,269
20180917T13Z,236,267
20180917T12Z,233,257
20180917T11Z,225,297
20180917T10Z,198,295
20180917T09Z,198,293
20180917T08Z,197,327
20180917T07Z,197,330
20180917T06Z,196,332
20180917T05Z,206,368
20180917T04Z,234,374
20180917T03Z,235,374
20180917T02Z,235,374
20180917T01Z,235,375
20180917T00Z,235,411
20180916T23Z,235,859
20180916T22Z,235,1230
20180916T21Z,234,1210
20180916T20Z,235,1030
20180916T19Z,236,565
20180916T18Z,235,369
20180916T17Z,234,360
20180916T16Z,234,362
20180916T15Z,233,357
20180916T14Z,220,355
20180916T13Z,194,354
20180916T12Z,191,354
20180916T11Z,192,305
20180916T10Z,191,303
20180916T09Z,193,235
20180916T08Z,193,199
20180916T07Z,194,198
20180916T06Z,194,201
20180916T05Z,210,220
20180916T04Z,212,215
20180916T03Z,216,216
20180916T02Z,235,220
20180916T01Z,234,293
20180916T00Z,236,292
20180915T23Z,235,876
20180915T22Z,235,1217
20180915T21Z,235,1081
20180915T20Z,235,1058
20180915T19Z,234,807
20180915T18Z,235,305
20180915T17Z,235,286
20180915T16Z,235,282
20180915T15Z,233,279
20180915T14Z,231,276
20180915T13Z,228,277
20180915T12Z,217,274
20180915T11Z,216,225
20180915T10Z,216,219
20180915T09Z,215,221
20180915T08Z,217,219
20180915T07Z,217,257
20180915T06Z,219,258
20180915T05Z,225,256
20180915T04Z,225,261
20180915T03Z,225,292
20180915T02Z,235,333
20180915T01Z,236,350
20180915T00Z,236,718
20180914T23Z,236,1175
20180914T22Z,236,1300
20180914T21Z,236,1291
20180914T20Z,236,1091
20180914T19Z,236,527
20180914T18Z,235,303
20180914T17Z,236,293
20180914T16Z,236,293
20180914T15Z,236,366
20180914T14Z,235,358
20180914T13Z,217,350
20180914T12Z,201,352
20180914T11Z,196,355
20180914T10Z,193,336
20180914T09Z,192,334
20180914T08Z,193,330
20180914T07Z,197,335
20180914T06Z,197,340
20180914T05Z,203,329
20180914T04Z,218,332
20180914T03Z,222,334
20180914T02Z,234,344
20180914T01Z,236,333
20180914T00Z,236,589
20180913T23Z,235,833
20180913T22Z,235,1319
20180913T21Z,235,1311
20180913T20Z,235,1092
20180913T19Z,234,489
20180913T18Z,236,363
20180913T17Z,234,360
20180913T16Z,230,354
20180913T15Z,223,342
20180913T14Z,218,317
20180913T13Z,203,286
20180913T12Z,203,287
20180913T11Z,200,294
20180913T10Z,198,297
20180913T09Z,198,297
20180913T08Z,198,299
20180913T07Z,198,267
20180913T06Z,198,270
20180913T05Z,200,259
20180913T04Z,203,264
20180913T03Z,208,271
20180913T02Z,233,283
20180913T01Z,235,307
20180913T00Z,236,317
20180912T23Z,234,589
20180912T22Z,236,811
20180912T21Z,236,752
20180912T20Z,235,737
20180912T19Z,235,408
20180912T18Z,235,338
20180912T17Z,236,272
20180912T16Z,235,271
20180912T15Z,234,270
20180912T14Z,208,267
20180912T13Z,204,269
20180912T12Z,203,275
20180912T11Z,200,269
20180912T10Z,200,270
20180912T09Z,200,269
20180912T08Z,201,269
20180912T07Z,200,270
20180912T06Z,199,270
20180912T05Z,200,311
20180912T04Z,203,306
20180912T03Z,220,306
20180912T02Z,235,327
20180912T01Z,236,327
20180912T00Z,235,422
20180911T23Z,235,431
20180911T22Z,236,512
20180911T21Z,234,550
20180911T20Z,235,524
20180911T19Z,235,433
20180911T18Z,236,394
20180911T17Z,235,298
20180911T16Z,235,292
20180911T15Z,220,291
20180911T14Z,220,292
20180911T13Z,215,294
20180911T12Z,202,292
20180911T11Z,199,294
20180911T10Z,199,292
20180911T09Z,199,259
20180911T08Z,199,257
20180911T07Z,199,257
20180911T06Z,199,241
20180911T05Z,196,237
20180911T04Z,198,236
20180911T03Z,215,242
20180911T02Z,235,275
20180911T01Z,236,340
20180911T00Z,235,347
20180910T23Z,235,363
20180910T22Z,236,537
20180910T21Z,235,548
20180910T20Z,236,759
20180910T19Z,235,548
20180910T18Z,236,303
20180910T17Z,235,181
20180910T16Z,235,178
20180910T15Z,233,179
20180910T14Z,233,235
20180910T13Z,211,236
20180910T12Z,209,234
20180910T11Z,193,204
20180910T10Z,191,206
20180910T09Z,191,205
20180910T08Z,191,205
20180910T07Z,190,203
20180910T06Z,191,209
20180910T05Z,215,274
20180910T04Z,216,275
20180910T03Z,219,281
20180910T02Z,234,283
20180910T01Z,233,290
20180910T00Z,232,461
20180909T23Z,231,474
20180909T22Z,233,424
20180909T21Z,234,447
20180909T20Z,233,522
20180909T19Z,232,385
20180909T18Z,232,326
20180909T17Z,231,295
20180909T16Z,230,292
20180909T15Z,229,292
20180909T14Z,214,249
20180909T13Z,212,250
20180909T12Z,211,249
