,coal,natural gas,petroleum,other,solar,hydro
20181108T03-05,51,0.0,,9,0,5
20181108T02-05,52,-7.0,,9,0,4
20181108T01-05,50,-7.0,,9,0,23
20181108T00-05,50,,,8,0,71
20181107T23-05,51,,,9,0,71
20181107T22-05,95,,,9,0,70
20181107T21-05,148,,,9,0,71
20181107T20-05,173,,,0,9,70
20181107T19-05,180,,,0,9,70
20181107T18-05,180,,,0,8,70
20181107T17-05,136,,,0,9,71
20181107T16-05,63,,,0,9,70
20181107T15-05,52,,,0,9,70
20181107T14-05,53,,,0,11,72
20181107T13-05,51,,,0,11,70
20181107T12-05,52,,,0,11,70
20181107T11-05,71,,,0,11,71
20181107T10-05,95,,,0,11,70
20181107T09-05,140,,,0,9,70
20181107T08-05,100,,,0,9,71
20181107T07-05,56,,,8,0,71
20181107T06-05,52,,,9,0,70
20181107T05-05,50,,,8,0,7
20181107T04-05,50,,,8,0,5
20181107T03-05,49,,,9,0,5
20181107T02-05,50,,,8,0,5
20181107T01-05,51,,,8,0,4
20181107T00-05,108,0.0,,9,0,24
20181106T23-05,179,0.0,,8,0,70
20181106T22-05,182,0.0,,8,0,70
20181106T21-05,181,0.0,,9,0,70
20181106T20-05,183,0.0,,0,8,70
20181106T19-05,182,0.0,,0,8,71
20181106T18-05,182,0.0,,0,9,70
20181106T17-05,183,0.0,,0,9,71
20181106T16-05,183,0.0,,0,10,70
20181106T15-05,183,0.0,,0,10,71
20181106T14-05,183,0.0,,0,10,70
20181106T13-05,172,0.0,,0,10,70
20181106T12-05,163,0.0,,0,9,71
20181106T11-05,178,0.0,,0,9,70
20181106T10-05,182,0.0,,0,9,70
20181106T09-05,177,0.0,,0,8,71
20181106T08-05,130,0.0,,0,8,71
20181106T07-05,71,0.0,,9,0,69
20181106T06-05,52,0.0,,8,0,9
20181106T05-05,51,0.0,,9,0,5
20181106T04-05,53,0.0,,8,0,5
20181106T03-05,51,0.0,,8,0,5
20181106T02-05,57,-4.0,,9,0,21
20181106T01-05,97,-4.0,,8,0,70
20181106T00-05,141,0.0,,8,0,71
20181105T23-05,169,0.0,,9,0,70
20181105T22-05,181,19.0,,8,0,70
20181105T21-05,181,70.0,,9,0,71
20181105T20-05,180,70.0,,0,8,70
20181105T19-05,171,80.0,,0,8,70
20181105T18-05,120,130.0,,0,9,70
20181105T17-05,56,182.0,,0,9,70
20181105T16-05,53,234.0,,0,10,71
20181105T15-05,52,209.0,,0,11,71
20181105T14-05,83,149.0,,0,11,70
20181105T13-05,126,82.0,,0,11,70
20181105T12-05,125,79.0,,0,12,70
20181105T11-05,125,92.0,,0,11,71
20181105T10-05,126,81.0,,0,10,70
20181105T09-05,125,79.0,,0,9,70
20181105T08-05,119,74.0,,0,9,71
20181105T07-05,72,4.0,,9,0,71
20181105T06-05,46,0.0,,8,0,56
20181105T05-05,47,0.0,,9,0,5
20181105T04-05,48,0.0,,8,0,6
20181105T03-05,46,0.0,,9,0,5
20181105T02-05,45,0.0,,9,0,4
20181105T01-05,78,0.0,,8,0,4
20181105T00-05,122,0.0,,9,0,5
20181104T23-05,123,0.0,,8,0,5
20181104T22-05,120,0.0,,9,0,5
20181104T21-05,156,0.0,,9,0,55
20181104T20-05,155,0.0,,8,0,70
20181104T19-05,168,0.0,,0,9,70
20181104T18-05,146,0.0,,0,9,43
20181104T17-05,121,0.0,,0,9,5
20181104T16-05,121,0.0,,0,10,5
20181104T15-05,63,0.0,,0,11,5
20181104T14-05,50,0.0,,0,11,5
20181104T13-05,52,0.0,,0,12,5
20181104T12-05,54,0.0,,0,12,5
20181104T11-05,120,61.0,,0,11,5
20181104T10-05,177,89.0,,0,11,23
20181104T09-05,179,106.0,,0,10,70
20181104T08-05,180,34.0,,0,9,70
20181104T07-05,179,0.0,,0,9,69
20181104T06-05,177,0.0,,9,0,9
20181104T05-05,175,0.0,,8,0,6
20181104T04-05,176,0.0,,9,0,5
20181104T03-05,177,0.0,,9,0,5
20181104T02-05,179,0.0,,8,0,5
20181104T01-05,150,0.0,,9,0,4
20181104T01-04,103,0.0,,9,0,4
20181104T00-04,134,,,9,0,6
20181103T23-04,161,,,8,0,21
20181103T22-04,157,,,9,0,70
20181103T21-04,121,,,9,0,71
20181103T20-04,101,,,0,8,70
20181103T19-04,53,,,0,9,67
20181103T18-04,50,,,0,9,34
20181103T17-04,52,,,0,10,6
20181103T16-04,52,,,0,10,5
20181103T15-04,50,,,0,11,5
20181103T14-04,50,,,0,11,5
20181103T13-04,50,,,0,12,5
20181103T12-04,52,,,0,10,5
20181103T11-04,73,,,0,11,5
20181103T10-04,76,,,0,9,5
20181103T09-04,72,,,0,9,5
20181103T08-04,46,,,0,8,6
20181103T07-04,47,,,8,0,5
20181103T06-04,48,,,8,0,5
20181103T05-04,46,,,8,0,5
20181103T04-04,49,,,8,0,5
20181103T03-04,101,,,8,0,5
20181103T02-04,118,,,9,0,5
20181103T01-04,113,,,8,0,4
20181103T00-04,116,,,8,0,5
20181102T23-04,114,,,8,0,6
20181102T22-04,114,,,8,0,5
20181102T21-04,118,,,8,0,5
20181102T20-04,149,,,0,8,5
20181102T19-04,124,,,0,8,6
20181102T18-04,115,,,0,9,5
20181102T17-04,116,,,0,8,5
20181102T16-04,115,,,0,9,5
20181102T15-04,115,,,0,9,5
20181102T14-04,116,,,0,10,6
20181102T13-04,116,,,0,8,5
20181102T12-04,122,,,0,8,5
20181102T11-04,130,,,0,9,5
20181102T10-04,141,,,0,8,5
20181102T09-04,113,,,0,8,55
20181102T08-04,95,,,0,8,71
20181102T07-04,45,,,9,0,70
20181102T06-04,46,,,8,0,37
20181102T05-04,45,,,8,0,5
20181102T04-04,45,,,8,0,5
20181102T03-04,46,,,8,0,5
20181102T02-04,45,,,8,0,5
20181102T01-04,45,,,8,0,4
20181102T00-04,53,,,8,0,5
20181101T23-04,112,,,8,0,5
20181101T22-04,131,,,9,0,24
20181101T21-04,162,,,8,0,70
20181101T20-04,169,,,0,8,71
20181101T19-04,140,,,0,8,70
20181101T18-04,110,,,0,8,6
20181101T17-04,113,,,0,8,5
20181101T16-04,72,,,0,9,5
20181101T15-04,50,,,0,9,5
20181101T14-04,45,,,0,9,5
20181101T13-04,46,,,0,10,5
20181101T12-04,44,,,0,9,5
20181101T11-04,47,,,0,9,6
20181101T10-04,40,,,0,8,30
20181101T09-04,40,,,0,9,70
20181101T08-04,40,,,0,8,71
20181101T07-04,39,,,8,0,71
20181101T06-04,40,,,8,0,58
20181101T05-04,38,,,8,0,9
20181101T04-04,40,,,8,0,5
20181101T03-04,39,,,8,0,5
20181101T02-04,40,,,8,0,5
20181101T01-04,41,,,8,0,4
20181101T00-04,70,,,9,0,5
20181031T23-04,99,,,8,0,6
20181031T22-04,109,,,8,0,41
20181031T21-04,177,,,8,0,70
20181031T20-04,268,,,0,8,71
20181031T19-04,260,,,0,8,70
20181031T18-04,240,,,0,9,68
20181031T17-04,209,,,0,9,5
20181031T16-04,104,,,0,10,6
20181031T15-04,102,,,0,10,5
20181031T14-04,104,,,0,10,5
20181031T13-04,104,,,0,10,5
20181031T12-04,111,,,0,9,28
20181031T11-04,166,,,0,10,69
20181031T10-04,286,,,0,10,70
20181031T09-04,352,,,0,8,71
20181031T08-04,331,,,0,8,70
20181031T07-04,244,,,9,0,70
20181031T06-04,198,,,8,0,71
20181031T05-04,159,,,8,0,70
20181031T04-04,173,,,8,0,5
20181031T03-04,212,,,8,0,5
20181031T02-04,216,,,8,0,4
20181031T01-04,210,,,8,0,5
20181031T00-04,236,0.0,,8,0,5
20181030T23-04,278,84.0,,8,0,14
20181030T22-04,295,97.0,,9,0,71
20181030T21-04,317,100.0,,8,0,70
20181030T20-04,324,99.0,,0,8,70
20181030T19-04,310,59.0,,0,8,70
20181030T18-04,265,0.0,,0,9,71
20181030T17-04,189,0.0,,0,9,7
20181030T16-04,109,0.0,,0,11,5
20181030T15-04,107,0.0,,0,11,5
20181030T14-04,108,0.0,,0,11,6
20181030T13-04,113,12.0,,0,11,5
20181030T12-04,186,-1.0,,0,11,12
20181030T11-04,325,0.0,,0,10,69
20181030T10-04,365,0.0,,0,10,71
20181030T09-04,368,0.0,,0,8,70
20181030T08-04,365,0.0,,0,8,70
20181030T07-04,318,0.0,,8,0,70
20181030T06-04,160,0.0,,8,0,72
20181030T05-04,102,0.0,,8,0,60
20181030T04-04,102,0.0,,9,0,5
20181030T03-04,103,0.0,,8,0,5
20181030T02-04,102,0.0,,8,0,5
20181030T01-04,106,0.0,,8,0,15
20181030T00-04,137,0.0,,8,0,68
20181029T23-04,196,122.0,,8,0,61
20181029T22-04,263,159.0,,8,0,59
20181029T21-04,339,89.0,,8,0,70
20181029T20-04,350,0.0,,0,9,71
20181029T19-04,339,0.0,,0,8,70
20181029T18-04,200,0.0,,0,9,70
20181029T17-04,107,0.0,,0,9,55
20181029T16-04,104,0.0,,0,11,5
20181029T15-04,113,0.0,,0,11,5
20181029T14-04,116,0.0,,0,11,5
20181029T13-04,116,0.0,,0,12,5
20181029T12-04,166,0.0,,0,11,5
20181029T11-04,303,0.0,,0,10,32
20181029T10-04,326,0.0,,0,10,70
20181029T09-04,347,0.0,,0,8,70
20181029T08-04,329,0.0,,0,8,70
20181029T07-04,192,0.0,,9,0,71
20181029T06-04,104,0.0,,8,0,65
20181029T05-04,103,0.0,,8,0,7
20181029T04-04,105,0.0,,8,0,5
20181029T03-04,109,0.0,,8,0,5
20181029T02-04,107,0.0,,8,0,4
20181029T01-04,128,0.0,,8,0,26
20181029T00-04,228,,,8,0,70
20181028T23-04,232,,,9,0,71
20181028T22-04,255,,,8,0,70
20181028T21-04,240,,,8,0,70
20181028T20-04,180,,,0,8,72
20181028T19-04,100,,,0,8,50
20181028T18-04,100,,,0,9,5
20181028T17-04,101,,,0,9,5
20181028T16-04,99,,,0,10,6
20181028T15-04,101,,,0,10,49
20181028T14-04,100,,,0,12,71
20181028T13-04,100,,,0,11,70
20181028T12-04,100,,,0,11,71
20181028T11-04,99,,,0,10,70
20181028T10-04,99,,,0,10,70
20181028T09-04,99,,,0,8,71
20181028T08-04,100,,,0,8,70
20181028T07-04,100,,,8,0,71
20181028T06-04,98,,,9,0,70
20181028T05-04,105,,,8,0,71
20181028T04-04,110,,,8,0,70
20181028T03-04,113,,,8,0,70
20181028T02-04,96,,,8,0,71
20181028T01-04,96,,,8,0,69
20181028T00-04,96,,,8,0,70
20181027T23-04,94,,,8,0,70
20181027T22-04,96,,,9,0,71
20181027T21-04,93,,,8,0,70
20181027T20-04,96,,,0,8,75
20181027T19-04,97,,,0,8,75
20181027T18-04,120,,,0,8,76
20181027T17-04,135,,,0,9,75
20181027T16-04,150,,,0,8,75
20181027T15-04,152,,,0,9,75
20181027T14-04,191,,,0,9,76
20181027T13-04,256,,,0,9,75
20181027T12-04,319,,,0,9,75
20181027T11-04,328,,,0,10,75
20181027T10-04,241,,,0,9,76
20181027T09-04,237,,,0,8,76
20181027T08-04,195,,,0,8,75
20181027T07-04,160,,,8,0,75
20181027T06-04,111,,,8,0,75
20181027T05-04,109,,,8,0,76
20181027T04-04,107,,,8,0,76
20181027T03-04,109,,,9,0,75
20181027T02-04,107,,,8,0,76
20181027T01-04,112,,,8,0,74
20181027T00-04,118,,,8,0,77
20181026T23-04,159,,,8,0,75
20181026T22-04,211,,,8,0,77
20181026T21-04,258,,,8,0,75
20181026T20-04,302,,,0,9,72
20181026T19-04,347,,,0,8,71
20181026T18-04,308,,,0,8,70
20181026T17-04,312,,,0,8,71
20181026T16-04,262,,,0,9,71
20181026T15-04,285,,,0,9,71
20181026T14-04,342,,,0,9,70
20181026T13-04,350,,,0,8,71
20181026T12-04,348,,,0,9,71
20181026T11-04,339,,,0,8,70
20181026T10-04,290,,,0,9,71
20181026T09-04,172,,,0,8,70
20181026T08-04,137,,,0,8,70
20181026T07-04,134,,,8,0,70
20181026T06-04,109,,,8,0,69
20181026T05-04,108,,,8,0,19
20181026T04-04,109,,,8,0,6
20181026T03-04,107,,,8,0,5
20181026T02-04,121,,,9,0,4
20181026T01-04,195,,,8,0,4
20181026T00-04,251,,,8,0,5
20181025T23-04,324,,,8,0,5
20181025T22-04,341,,,8,0,56
20181025T21-04,356,,,8,0,70
20181025T20-04,318,,,0,8,70
20181025T19-04,177,,,0,8,70
20181025T18-04,141,,,0,9,41
20181025T17-04,139,,,0,8,5
20181025T16-04,125,,,0,10,6
20181025T15-04,180,,,0,9,5
20181025T14-04,210,,,0,10,5
20181025T13-04,207,,,0,9,5
20181025T12-04,178,,,0,8,5
20181025T11-04,257,,,0,9,5
20181025T10-04,295,,,0,8,39
20181025T09-04,294,,,0,9,70
20181025T08-04,284,,,0,8,71
20181025T07-04,249,,,8,0,67
20181025T06-04,177,,,8,0,8
20181025T05-04,122,,,8,0,5
20181025T04-04,108,,,8,0,5
20181025T03-04,109,,,8,0,6
20181025T02-04,110,,,9,0,4
20181025T01-04,112,,,8,0,4
20181025T00-04,132,,,8,0,5
20181024T23-04,246,,,8,0,22
20181024T22-04,328,,,8,0,70
20181024T21-04,327,,,8,0,71
20181024T20-04,328,,,0,8,70
20181024T19-04,322,,,0,9,70
20181024T18-04,183,,,0,8,58
20181024T17-04,110,,,0,10,5
20181024T16-04,169,,,0,11,5
20181024T15-04,225,,,0,11,5
20181024T14-04,233,,,0,11,6
20181024T13-04,233,,,0,11,5
20181024T12-04,232,,,0,11,5
20181024T11-04,234,,,0,11,5
20181024T10-04,231,,,0,9,5
20181024T09-04,232,,,0,9,11
20181024T08-04,239,,,0,8,69
20181024T07-04,162,,,8,0,71
20181024T06-04,107,,,8,0,69
20181024T05-04,104,,,8,0,9
20181024T04-04,106,,,9,0,5
20181024T03-04,107,,,8,0,6
20181024T02-04,104,,,8,0,4
20181024T01-04,106,,,8,0,4
20181024T00-04,109,,,8,0,5
20181023T23-04,139,,,8,0,7
20181023T22-04,241,,,8,0,42
20181023T21-04,273,,,8,0,70
20181023T20-04,228,,,0,9,71
20181023T19-04,134,,,0,8,70
20181023T18-04,107,,,0,9,64
20181023T17-04,107,,,0,9,9
20181023T16-04,108,,,0,11,5
20181023T15-04,111,,,0,10,5
20181023T14-04,107,,,0,11,5
20181023T13-04,137,,,0,10,6
20181023T12-04,148,,,0,10,5
20181023T11-04,151,,,0,10,21
20181023T10-04,245,,,0,9,71
20181023T09-04,320,,,0,8,70
20181023T08-04,301,,,0,8,71
20181023T07-04,248,,,9,0,70
20181023T06-04,151,,,8,0,70
20181023T05-04,111,,,8,0,10
20181023T04-04,111,,,8,0,6
20181023T03-04,110,,,8,0,5
20181023T02-04,116,,,8,0,4
20181023T01-04,118,,,8,0,5
20181023T00-04,119,,,8,0,5
20181022T23-04,183,,,9,0,6
20181022T22-04,322,,,8,0,5
20181022T21-04,366,,,8,0,45
20181022T20-04,335,,,0,8,70
20181022T19-04,305,,,0,8,72
20181022T18-04,287,,,0,9,69
20181022T17-04,138,,,0,10,6
20181022T16-04,114,,,0,10,5
20181022T15-04,113,,,0,10,5
20181022T14-04,109,,,0,11,6
20181022T13-04,109,,,0,11,5
20181022T12-04,146,,,0,11,26
20181022T11-04,255,,,0,10,71
20181022T10-04,370,,,0,10,71
20181022T09-04,370,,,0,9,70
20181022T08-04,370,,,0,8,70
20181022T07-04,338,,,8,0,71
20181022T06-04,207,,,8,0,70
20181022T05-04,98,,,8,0,10
20181022T04-04,99,,,8,0,5
20181022T03-04,99,,,8,0,5
20181022T02-04,100,,,8,0,5
20181022T01-04,106,,,9,0,4
20181022T00-04,105,,,8,0,5
20181021T23-04,102,,,8,0,5
20181021T22-04,126,,,8,0,5
20181021T21-04,168,,,8,0,9
20181021T20-04,169,,,0,8,67
20181021T19-04,168,,,0,8,70
20181021T18-04,133,,,0,10,69
20181021T17-04,106,,,0,10,40
20181021T16-04,102,,,0,10,40
20181021T15-04,100,,,0,11,40
20181021T14-04,103,,,0,12,40
20181021T13-04,99,,,0,11,40
20181021T12-04,107,,,0,11,45
20181021T11-04,116,,,0,11,70
20181021T10-04,184,,,0,10,70
20181021T09-04,263,,,0,8,71
20181021T08-04,190,,,0,9,59
20181021T07-04,112,,,8,0,9
20181021T06-04,98,,,8,0,5
20181021T05-04,100,,,8,0,5
20181021T04-04,101,,,8,0,5
20181021T03-04,108,,,8,0,5
20181021T02-04,109,,,8,0,4
20181021T01-04,132,,,8,0,9
20181021T00-04,161,,,9,0,0
20181020T23-04,241,,,8,0,5
20181020T22-04,292,,,8,0,26
20181020T21-04,345,,,8,0,71
20181020T20-04,268,,,0,8,70
20181020T19-04,171,,,0,8,70
20181020T18-04,120,,,0,9,70
20181020T17-04,127,,,0,10,71
20181020T16-04,210,,,0,10,17
20181020T15-04,225,,,0,10,10
20181020T14-04,172,,,0,11,10
20181020T13-04,167,,,0,9,32
20181020T12-04,167,,,0,9,70
20181020T11-04,143,,,0,8,70
20181020T10-04,104,,,0,9,70
20181020T09-04,105,,,0,8,70
20181020T08-04,103,,,0,8,66
20181020T07-04,103,,,8,0,35
20181020T06-04,105,,,8,0,10
20181020T05-04,104,,,8,0,5
20181020T04-04,104,,,8,0,5
20181020T03-04,103,,,9,0,5
20181020T02-04,105,,,8,0,4
20181020T01-04,104,,,8,0,4
20181020T00-04,141,,,8,0,5
20181019T23-04,283,,,8,0,7
20181019T22-04,303,,,8,0,60
20181019T21-04,266,,,8,0,70
20181019T20-04,241,,,0,8,70
20181019T19-04,234,,,0,9,70
20181019T18-04,150,,,0,9,71
20181019T17-04,114,,,0,9,68
20181019T16-04,117,,,0,11,7
20181019T15-04,120,,,0,11,6
20181019T14-04,119,,,0,11,5
20181019T13-04,119,,,0,11,5
20181019T12-04,121,,,0,11,5
20181019T11-04,119,,,0,10,32
20181019T10-04,120,,,0,10,70
20181019T09-04,126,,,0,8,71
20181019T08-04,165,,,0,8,70
20181019T07-04,132,,,8,0,70
20181019T06-04,103,,,9,0,71
20181019T05-04,101,,,8,0,10
20181019T04-04,100,,,8,0,5
20181019T03-04,104,,,8,0,6
20181019T02-04,118,,,8,0,4
20181019T01-04,119,,,8,0,4
20181019T00-04,119,,,8,0,6
20181018T23-04,119,,,8,0,5
20181018T22-04,112,,,9,0,52
20181018T21-04,109,,,8,0,70
20181018T20-04,106,,,0,8,72
20181018T19-04,108,,,0,8,70
20181018T18-04,107,,,0,9,72
20181018T17-04,108,,,0,10,70
20181018T16-04,108,,,0,11,70
20181018T15-04,107,,,0,11,55
20181018T14-04,107,,,0,11,5
20181018T13-04,108,,,0,11,6
20181018T12-04,108,,,0,11,8
20181018T11-04,104,,,0,10,44
20181018T10-04,111,,,0,10,70
20181018T09-04,205,,,0,9,70
20181018T08-04,256,,,0,8,71
20181018T07-04,163,,,8,0,71
20181018T06-04,100,,,8,0,59
20181018T05-04,101,,,8,0,5
20181018T04-04,100,,,8,0,5
20181018T03-04,101,,,9,0,5
20181018T02-04,101,,,8,0,4
20181018T01-04,99,,,8,0,4
20181018T00-04,114,,,8,0,40
20181017T23-04,128,,,8,0,70
20181017T22-04,129,,,8,0,70
20181017T21-04,127,,,8,0,71
20181017T20-04,128,,,0,8,70
20181017T19-04,129,,,0,9,70
20181017T18-04,128,,,0,8,70
20181017T17-04,128,,,0,10,71
20181017T16-04,129,,,0,11,71
20181017T15-04,129,,,0,11,70
20181017T14-04,125,,,0,11,70
20181017T13-04,123,,,0,10,71
20181017T12-04,123,,,0,9,54
20181017T11-04,123,,,0,9,35
20181017T10-04,124,,,0,9,36
20181017T09-04,121,,,0,8,54
20181017T08-04,122,,,0,8,70
20181017T07-04,124,,,8,0,71
20181017T06-04,123,,,9,0,70
20181017T05-04,125,,,8,0,6
20181017T04-04,124,,,8,0,5
20181017T03-04,123,,,8,0,5
20181017T02-04,124,,,8,0,4
20181017T01-04,127,,,8,0,4
20181017T00-04,190,,,8,0,26
20181016T23-04,286,,,8,0,70
20181016T22-04,320,,,9,0,70
20181016T21-04,327,,,8,0,71
20181016T20-04,330,,,0,8,71
20181016T19-04,329,,,0,8,70
20181016T18-04,331,,,0,8,70
20181016T17-04,332,,,0,8,71
20181016T16-04,332,,,0,9,70
20181016T15-04,330,,,0,8,70
20181016T14-04,306,,,0,9,71
20181016T13-04,258,,,0,10,71
20181016T12-04,238,,,0,8,70
20181016T11-04,238,,,0,9,70
20181016T10-04,240,,,0,8,71
20181016T09-04,235,,,0,8,70
20181016T08-04,232,,,0,9,70
20181016T07-04,132,,,8,0,71
20181016T06-04,102,,,8,0,67
20181016T05-04,101,,,8,0,5
20181016T04-04,115,,,8,0,5
20181016T03-04,132,,,8,0,5
20181016T02-04,131,,,8,0,5
20181016T01-04,142,,,9,0,21
20181016T00-04,186,,,8,0,70
20181015T23-04,283,,,8,0,70
20181015T22-04,362,,,8,0,71
20181015T21-04,367,,,8,0,70
20181015T20-04,367,,,0,8,70
20181015T19-04,366,,,0,8,71
20181015T18-04,368,,,0,9,71
20181015T17-04,346,,,0,9,70
20181015T16-04,323,,,0,10,71
20181015T15-04,299,,,0,11,70
20181015T14-04,194,,,0,11,70
20181015T13-04,127,,,0,12,70
20181015T12-04,130,,,0,10,71
20181015T11-04,129,,,0,10,71
20181015T10-04,129,,,0,9,70
20181015T09-04,126,,,0,8,70
20181015T08-04,130,,,0,8,71
20181015T07-04,129,,,9,0,70
20181015T06-04,130,,,8,0,70
20181015T05-04,132,,,8,0,70
20181015T04-04,131,,,8,0,70
20181015T03-04,131,,,8,0,71
20181015T02-04,132,,,8,0,70
20181015T01-04,133,,,8,0,69
20181015T00-04,141,,,8,0,70
20181014T23-04,162,,,9,0,71
20181014T22-04,206,,,8,0,70
20181014T21-04,227,,,8,0,70
20181014T20-04,260,,,0,8,70
20181014T19-04,250,,,0,8,71
20181014T18-04,209,,,0,9,70
20181014T17-04,149,,,0,10,70
20181014T16-04,132,,,0,10,71
20181014T15-04,133,,,0,10,71
20181014T14-04,132,,,0,10,70
20181014T13-04,131,,,0,10,70
20181014T12-04,133,,,0,8,71
20181014T11-04,133,,,0,9,70
20181014T10-04,132,,,0,8,70
20181014T09-04,133,,,0,8,72
20181014T08-04,133,,,0,8,70
20181014T07-04,132,,,9,0,70
20181014T06-04,134,,,8,0,71
20181014T05-04,136,,,8,0,70
20181014T04-04,129,,,8,0,71
20181014T03-04,127,,,8,0,71
20181014T02-04,133,,,8,0,69
20181014T01-04,132,,,8,0,69
20181014T00-04,136,,,8,0,72
20181013T23-04,180,,,9,0,70
20181013T22-04,196,,,8,0,72
20181013T21-04,185,,,8,0,70
20181013T20-04,142,,,0,8,72
20181013T19-04,137,,,0,8,70
20181013T18-04,129,,,0,9,70
20181013T17-04,116,,,0,10,72
20181013T16-04,127,,,0,11,70
20181013T15-04,139,,,0,11,71
20181013T14-04,140,,,0,11,71
20181013T13-04,140,,,0,11,71
20181013T12-04,139,,,0,10,71
20181013T11-04,140,,,0,9,70
20181013T10-04,138,,,0,8,70
20181013T09-04,138,,,0,8,71
20181013T08-04,140,,,0,8,70
20181013T07-04,138,,,9,0,71
20181013T06-04,146,,,8,0,70
20181013T05-04,137,,,8,0,71
20181013T04-04,132,,,8,0,70
20181013T03-04,119,,,8,0,70
20181013T02-04,129,,,8,0,69
20181013T01-04,134,,,8,0,70
20181013T00-04,138,,,8,0,70
20181012T23-04,140,,,9,0,70
20181012T22-04,138,,,8,0,72
20181012T21-04,157,,,8,0,70
20181012T20-04,186,,,0,8,70
20181012T19-04,187,,,0,8,71
20181012T18-04,182,,,0,9,70
20181012T17-04,125,,,0,10,70
20181012T16-04,114,,,0,11,72
20181012T15-04,115,,,0,11,70
20181012T14-04,115,,,0,11,70
20181012T13-04,109,,,0,11,71
20181012T12-04,114,,,0,12,70
20181012T11-04,115,,,0,10,70
20181012T10-04,113,,,0,10,70
20181012T09-04,112,,,0,9,70
20181012T08-04,107,,,0,8,70
20181012T07-04,107,,,8,0,71
20181012T06-04,106,,,8,0,70
20181012T05-04,106,,,8,0,70
20181012T04-04,103,,,8,0,72
20181012T03-04,102,,,8,0,70
20181012T02-04,103,,,9,0,69
20181012T01-04,102,,,8,0,69
20181012T00-04,102,,,8,0,71
20181011T23-04,104,,,8,0,70
20181011T22-04,102,,,8,0,70
20181011T21-04,101,,,8,0,70
20181011T20-04,106,,,0,8,71
20181011T19-04,148,,,0,8,70
20181011T18-04,199,,,0,10,70
20181011T17-04,272,,,0,10,70
20181011T16-04,348,,,0,8,72
20181011T15-04,361,,,0,9,70
20181011T14-04,357,,,0,8,70
20181011T13-04,334,,,0,9,70
20181011T12-04,346,,,0,8,70
20181011T11-04,362,,,0,8,71
20181011T10-04,348,,,0,9,70
20181011T09-04,266,,,0,8,70
20181011T08-04,116,,,0,8,71
20181011T07-04,111,,,8,0,71
20181011T06-04,112,,,8,0,70
20181011T05-04,111,,,8,0,70
20181011T04-04,111,,,9,0,62
20181011T03-04,112,,,8,0,35
20181011T02-04,111,,,8,0,34
20181011T01-04,120,,,8,0,34
20181011T00-04,217,,,8,0,35
20181010T23-04,316,,,8,0,33
20181010T22-04,332,,,8,0,33
20181010T21-04,356,,,8,0,67
20181010T20-04,377,,,0,9,70
20181010T19-04,374,,,0,8,72
20181010T18-04,371,,,0,8,70
20181010T17-04,371,,,0,9,70
20181010T16-04,373,,,0,9,36
20181010T15-04,370,,,0,10,35
20181010T14-04,371,,,0,9,7
20181010T13-04,370,,,0,9,5
20181010T12-04,370,,,0,9,5
20181010T11-04,370,,,0,9,5
20181010T10-04,347,,,0,9,5
20181010T09-04,269,,,0,8,5
20181010T08-04,178,,,0,8,5
20181010T07-04,122,,,8,0,6
20181010T06-04,104,,,8,0,5
20181010T05-04,104,,,9,0,5
20181010T04-04,104,,,8,0,5
20181010T03-04,105,,,8,0,5
20181010T02-04,104,,,8,0,4
20181010T01-04,103,,,8,0,5
20181010T00-04,114,,,8,0,5
20181009T23-04,198,,,8,0,5
20181009T22-04,332,,,8,0,18
20181009T21-04,372,,,9,0,69
20181009T20-04,372,,,0,8,70
20181009T19-04,369,,,0,8,72
20181009T18-04,365,,,0,8,70
20181009T17-04,364,,,0,9,67
20181009T16-04,365,,,0,9,35
20181009T15-04,367,,,0,8,35
20181009T14-04,360,,,0,9,6
20181009T13-04,254,,,0,8,5
20181009T12-04,239,,,0,9,5
20181009T11-04,197,,,0,9,5
20181009T10-04,136,,,0,8,6
20181009T09-04,138,,,0,9,5
20181009T08-04,138,,,0,8,5
20181009T07-04,111,,,8,0,5
20181009T06-04,109,,,8,0,5
20181009T05-04,110,,,8,0,5
20181009T04-04,108,,,8,0,5
20181009T03-04,110,,,8,0,5
20181009T02-04,115,,,9,0,4
20181009T01-04,161,,,8,0,5
20181009T00-04,261,,,8,0,5
20181008T23-04,358,,,8,0,5
20181008T22-04,374,,,8,0,14
20181008T21-04,371,,,8,0,69
20181008T20-04,370,,,0,8,70
20181008T19-04,366,,,0,9,71
20181008T18-04,368,,,0,8,70
20181008T17-04,369,,,0,9,71
20181008T16-04,366,,,0,10,40
20181008T15-04,331,,,0,9,35
20181008T14-04,274,,,0,10,9
20181008T13-04,271,,,0,10,5
20181008T12-04,266,,,0,9,5
20181008T11-04,281,,,0,10,5
20181008T10-04,254,,,0,8,5
20181008T09-04,179,,,0,8,5
20181008T08-04,149,,,0,9,5
20181008T07-04,120,,,8,0,5
20181008T06-04,113,,,8,0,5
20181008T05-04,112,,,8,0,5
20181008T04-04,113,,,8,0,5
20181008T03-04,113,,,8,0,5
20181008T02-04,114,,,8,0,5
20181008T01-04,124,,,8,0,4
20181008T00-04,238,,,9,0,5
20181007T23-04,311,,,8,0,5
20181007T22-04,347,,,8,0,15
20181007T21-04,370,,,8,0,69
20181007T20-04,372,,,0,8,72
20181007T19-04,369,,,0,8,70
20181007T18-04,361,,,0,9,70
